customer_id,age,gender,location,signup_date,device_type,acquisition_channel
C002431,23,Female,Ghaziabad,2025-05-22,iOS,Ads
C002432,34,Female,Hyderabad,2025-10-08,iOS,Partner
C002433,49,Male,Indore,2024-08-27,iOS,Organic
C002434,32,Male,Visakhapatnam,2025-07-06,Web,Organic
C002435,19,Female,Chennai,2024-07-13,Android,Organic
C002436,25,Female,Nagpur,2025-11-12,Android,Partner
C002437,34,Female,Bangalore,2024-11-20,iOS,Ads
C002438,34,Male,Chennai,2025-01-19,iOS,Ads
C002439,24,Female,Bhopal,2025-08-01,Android,Partner
C002440,25,Male,Vadodara,2025-11-22,Android,Organic
C002441,22,Male,Vadodara,2025-08-26,iOS,Organic
C002442,43,Male,Visakhapatnam,2025-11-19,Web,Referral
C002443,23,Female,Patna,2025-09-02,iOS,Referral
C002444,27,Female,Patna,2025-10-01,Android,Referral
C002445,27,Female,Ahmedabad,2025-11-16,iOS,Referral
C002446,18,Female,Patna,2024-12-22,iOS,Ads
C002447,23,Male,Jaipur,2024-09-26,Web,Partner
C002448,44,Male,Vadodara,2024-08-04,iOS,Ads
C002449,19,Male,Lucknow,2025-02-14,Web,Organic
C002450,22,Female,Delhi,2025-04-29,Android,Ads
C002451,18,Female,Visakhapatnam,2024-08-06,Android,Referral
C002452,31,Other,Nagpur,2025-04-11,iOS,Referral
C002453,50,Female,Surat,2025-02-19,Android,Organic
C002454,30,Female,Bhopal,2025-04-25,Android,Organic
C002455,32,Female,Ghaziabad,2024-12-23,iOS,Organic
C002456,24,Female,Pune,2025-10-15,iOS,Partner
C002457,31,Female,Bangalore,2025-11-23,Web,Organic
C002458,44,Female,Bhopal,2024-10-27,Web,Ads
C002459,33,Female,Vadodara,2024-10-28,Android,Ads
C002460,53,Female,Ghaziabad,2025-04-04,Web,Partner
C002461,44,Male,Bhopal,2025-07-14,Android,Referral
C002462,31,Male,Delhi,2024-08-15,iOS,Partner
C002463,30,Male,Indore,2025-09-28,Android,Ads
C002464,48,Male,Ghaziabad,2025-02-12,Android,Partner
C002465,33,Female,Lucknow,2025-09-12,Web,Organic
C002466,46,Male,Vadodara,2024-10-16,Android,Ads
C002467,52,Male,Surat,2025-03-14,iOS,Referral
C002468,29,Male,Patna,2025-05-04,Android,Organic
C002469,35,Female,Surat,2024-08-06,Android,Partner
C002470,41,Male,Jaipur,2025-10-07,Android,Ads
C002471,39,Male,Vadodara,2025-03-30,iOS,Ads
C002472,39,Male,Ghaziabad,2025-06-25,Android,Organic
C002473,18,Male,Lucknow,2024-10-01,Android,Ads
C002474,23,Female,Bangalore,2025-09-26,iOS,Organic
C002475,27,Male,Bangalore,2024-11-01,Android,Organic
C002476,44,Female,Ahmedabad,2025-03-03,Android,Partner
C002477,19,Female,Kolkata,2025-02-03,Web,Partner
C002478,47,Other,Ghaziabad,2025-06-28,Android,Organic
C002479,39,Male,Mumbai,2025-09-15,Android,Ads
C002480,43,Male,Ghaziabad,2024-12-20,iOS,Ads
C002481,22,Male,Kolkata,2024-11-23,iOS,Ads
C002482,32,Male,Delhi,2025-01-31,iOS,Ads
C002483,34,Female,Vadodara,2025-01-31,Web,Ads
C002484,34,Male,Pune,2024-09-02,Android,Ads
C002485,34,Male,Surat,2025-06-28,Web,Referral
C002486,29,Female,Surat,2025-04-17,Web,Ads
C002487,33,Female,Hyderabad,2024-12-23,Web,Organic
C002488,42,Male,Ghaziabad,2025-05-31,Android,Ads
C002489,20,Male,Bhopal,2025-04-29,Web,Ads
C002490,47,Male,Chennai,2025-04-26,Android,Referral
C002491,41,Female,Pune,2025-04-03,iOS,Ads
C002492,22,Female,Bhopal,2024-10-09,Android,Referral
C002493,35,Female,Thane,2024-11-19,iOS,Organic
C002494,41,Female,Chennai,2025-08-29,iOS,Ads
C002495,19,Female,Mumbai,2024-09-02,Android,Referral
C002496,32,Male,Ghaziabad,2025-04-13,Web,Referral
C002497,31,Male,Jaipur,2024-11-10,iOS,Ads
C002498,25,Female,Chennai,2024-11-16,iOS,Ads
C002499,32,Female,Kolkata,2025-03-16,Android,Referral
C002500,25,Male,Bangalore,2024-11-30,Web,Organic
C002501,45,Female,Kolkata,2025-05-29,Android,Organic
C002502,25,Female,Ahmedabad,2025-03-14,Android,Ads
C002503,39,Male,Kolkata,2025-08-10,Android,Organic
C002504,18,Female,Bhopal,2025-11-17,iOS,Ads
C002505,30,Male,Bhopal,2024-11-26,iOS,Organic
C002506,32,Female,Bangalore,2025-04-05,Android,Referral
C002507,30,Male,Visakhapatnam,2025-09-01,Android,Organic
C002508,28,Female,Kolkata,2025-07-23,iOS,Ads
C002509,25,Female,Kolkata,2025-10-09,Web,Referral
C002510,39,Male,Vadodara,2024-09-19,iOS,Ads
C002511,41,Female,Ghaziabad,2024-10-07,Android,Organic
C002512,31,Female,Thane,2025-08-20,Android,Referral
C002513,21,Female,Vadodara,2025-04-14,Android,Organic
C002514,49,Male,Delhi,2025-07-16,Web,Organic
C002515,23,Female,Ahmedabad,2025-10-12,Android,Organic
C002516,18,Male,Pune,2025-11-15,iOS,Organic
C002517,18,Male,Ahmedabad,2025-06-04,Android,Referral
C002518,32,Male,Nagpur,2024-07-06,Android,Referral
C002519,29,Male,Thane,2024-10-07,Android,Ads
C002520,42,Female,Kanpur,2025-10-16,Web,Partner
C002521,38,Male,Thane,2025-07-05,Web,Organic
C002522,34,Male,Indore,2024-09-06,Android,Ads
C002523,29,Female,Pune,2025-08-15,Android,Referral
C002524,43,Female,Visakhapatnam,2025-02-12,Android,Referral
C002525,50,Female,Chennai,2025-09-16,iOS,Organic
C002526,42,Male,Ghaziabad,2025-02-05,iOS,Referral
C002527,27,Female,Lucknow,2025-11-22,Android,Organic
C002528,39,Male,Vadodara,2025-04-04,Android,Ads
C002529,27,Other,Patna,2025-05-30,iOS,Ads
C002530,20,Female,Lucknow,2025-04-20,iOS,Referral
C002531,23,Female,Delhi,2025-06-14,Android,Organic
C002532,28,Male,Kolkata,2024-11-14,iOS,Organic
C002533,33,Male,Bangalore,2025-11-12,iOS,Organic
C002534,52,Male,Vadodara,2025-06-20,iOS,Organic
C002535,23,Male,Chennai,2024-08-22,Android,Organic
C002536,45,Male,Pune,2024-08-20,iOS,Partner
C002537,28,Female,Pune,2024-10-13,iOS,Organic
C002538,18,Male,Lucknow,2025-10-17,iOS,Organic
C002539,26,Female,Mumbai,2024-07-20,Web,Ads
C002540,43,Male,Surat,2024-11-08,Android,Referral
C002541,35,Male,Pune,2024-12-12,iOS,Referral
C002542,36,Female,Kolkata,2025-09-28,Android,Referral
C002543,45,Female,Kolkata,2025-10-14,Android,Organic
C002544,21,Male,Nagpur,2024-07-04,iOS,Referral
C002545,21,Male,Bhopal,2025-09-15,Web,Ads
C002546,18,Female,Nagpur,2025-01-27,Android,Ads
C002547,40,Male,Delhi,2024-11-16,Web,Partner
C002548,37,Male,Vadodara,2025-05-09,Android,Referral
C002549,39,Female,Vadodara,2024-12-13,Android,Referral
C002550,20,Male,Vadodara,2025-04-10,Android,Organic
C002551,18,Male,Patna,2024-10-07,iOS,Ads
C002552,18,Female,Kolkata,2025-07-08,iOS,Partner
C002553,22,Female,Delhi,2025-03-17,Android,Ads
C002554,47,Male,Vadodara,2024-09-26,Android,Organic
C002555,42,Female,Kolkata,2025-07-19,iOS,Referral
C002556,27,Male,Ghaziabad,2024-12-20,iOS,Organic
C002557,34,Female,Thane,2024-08-26,Android,Referral
C002558,25,Female,Kolkata,2025-08-13,Web,Partner
C002559,35,Male,Bangalore,2025-05-12,iOS,Ads
C002560,20,Male,Surat,2025-02-28,Android,Ads
C002561,39,Male,Ahmedabad,2025-09-16,Android,Organic
C002562,23,Female,Patna,2024-10-05,iOS,Partner
C002563,40,Female,Visakhapatnam,2024-10-09,Android,Ads
C002564,27,Male,Vadodara,2024-07-05,iOS,Ads
C002565,24,Male,Vadodara,2025-02-07,Android,Referral
C002566,48,Male,Visakhapatnam,2025-11-04,iOS,Organic
C002567,33,Male,Hyderabad,2024-09-21,Android,Ads
C002568,28,Male,Pune,2024-11-16,Web,Referral
C002569,39,Female,Chennai,2025-02-20,Web,Partner
C002570,18,Female,Bhopal,2025-10-02,Web,Organic
C002571,43,Other,Kolkata,2024-07-13,Android,Organic
C002572,30,Female,Indore,2024-07-12,iOS,Ads
C002573,38,Female,Ghaziabad,2025-06-20,Android,Referral
C002574,18,Female,Delhi,2024-11-04,iOS,Ads
C002575,28,Female,Patna,2025-09-09,Android,Partner
C002576,32,Male,Patna,2024-11-16,iOS,Organic
C002577,42,Male,Nagpur,2025-11-05,Web,Organic
C002578,38,Male,Patna,2024-09-14,Android,Organic
C002579,28,Female,Visakhapatnam,2025-02-23,Android,Partner
C002580,35,Female,Nagpur,2025-07-31,Android,Organic
C002581,44,Male,Kanpur,2024-10-03,Android,Ads
C002582,30,Female,Bangalore,2024-10-16,Android,Ads
C002583,28,Female,Pune,2024-10-17,iOS,Referral
C002584,18,Male,Mumbai,2025-05-20,Android,Organic
C002585,29,Male,Chennai,2025-07-15,iOS,Referral
C002586,18,Male,Mumbai,2025-05-06,Android,Ads
C002587,30,Male,Hyderabad,2024-11-21,Android,Partner
C002588,41,Female,Mumbai,2025-07-30,Android,Referral
C002589,18,Female,Nagpur,2024-11-17,Android,Ads
C002590,44,Female,Indore,2024-11-27,iOS,Partner
C002591,28,Female,Thane,2024-09-12,Android,Organic
C002592,31,Female,Visakhapatnam,2024-07-12,iOS,Referral
C002593,26,Female,Kanpur,2024-12-19,Android,Ads
C002594,18,Female,Pune,2025-09-27,Web,Ads
C002595,24,Female,Vadodara,2025-06-28,iOS,Organic
C002596,52,Female,Bangalore,2025-02-07,Android,Ads
C002597,21,Male,Patna,2024-12-06,Android,Organic
C002598,18,Female,Hyderabad,2025-08-29,Android,Ads
C002599,33,Male,Bangalore,2025-09-30,iOS,Organic
C002600,31,Female,Kanpur,2025-02-11,Android,Referral
C002601,28,Male,Kanpur,2024-09-30,iOS,Ads
C002602,32,Male,Visakhapatnam,2024-10-14,Android,Referral
C002603,38,Other,Kolkata,2024-11-24,Android,Referral
C002604,26,Male,Thane,2024-11-07,Android,Organic
C002605,33,Male,Delhi,2025-08-01,Android,Organic
C002606,42,Male,Ahmedabad,2025-06-28,iOS,Ads
C002607,22,Female,Indore,2025-09-16,Android,Partner
C002608,18,Female,Chennai,2025-05-22,Web,Ads
C002609,38,Female,Bangalore,2024-11-24,iOS,Referral
C002610,57,Female,Lucknow,2025-03-14,Android,Partner
C002611,31,Male,Pune,2025-04-13,Android,Partner
C002612,34,Male,Surat,2024-09-28,Android,Ads
C002613,29,Male,Thane,2025-03-15,iOS,Ads
C002614,47,Female,Delhi,2025-04-21,Android,Partner
C002615,31,Female,Chennai,2024-07-31,Android,Referral
C002616,30,Male,Surat,2025-05-08,Android,Referral
C002617,41,Male,Ahmedabad,2025-01-30,Android,Ads
C002618,27,Male,Nagpur,2025-01-13,Web,Ads
C002619,19,Female,Surat,2025-08-09,Web,Ads
C002620,40,Male,Visakhapatnam,2025-05-02,Android,Referral
C002621,26,Male,Thane,2024-08-28,iOS,Ads
C002622,22,Male,Mumbai,2025-03-06,Web,Organic
C002623,53,Female,Vadodara,2025-11-22,Android,Organic
C002624,30,Female,Bhopal,2025-08-03,iOS,Partner
C002625,36,Male,Vadodara,2024-10-27,Android,Ads
C002626,32,Female,Nagpur,2025-03-07,iOS,Ads
C002627,23,Female,Hyderabad,2025-11-27,iOS,Organic
C002628,38,Other,Surat,2024-09-14,Web,Ads
C002629,35,Male,Patna,2024-07-16,Android,Organic
C002630,25,Female,Patna,2025-07-08,iOS,Ads
C002631,36,Female,Lucknow,2025-05-24,Android,Referral
C002632,26,Male,Visakhapatnam,2024-11-16,Android,Ads
C002633,20,Female,Nagpur,2025-08-04,Web,Partner
C002634,19,Male,Indore,2025-09-07,iOS,Organic
C002635,34,Male,Pune,2025-07-13,Android,Organic
C002636,28,Male,Lucknow,2024-12-27,iOS,Organic
C002637,47,Male,Bangalore,2025-10-29,Android,Organic
C002638,31,Male,Delhi,2024-09-16,Android,Organic
C002639,24,Male,Vadodara,2024-07-21,iOS,Referral
C002640,33,Female,Pune,2024-09-11,iOS,Ads
C002641,19,Female,Chennai,2024-07-18,Android,Partner
C002642,31,Male,Bangalore,2025-03-29,iOS,Organic
C002643,35,Female,Delhi,2025-02-09,Android,Referral
C002644,33,Female,Kolkata,2024-08-13,Android,Partner
C002645,45,Male,Indore,2024-09-03,Android,Organic
C002646,57,Male,Pune,2025-08-15,Web,Ads
C002647,38,Female,Delhi,2025-04-23,Web,Referral
C002648,43,Female,Surat,2025-11-29,Android,Ads
C002649,57,Male,Bangalore,2025-09-02,Android,Ads
C002650,21,Male,Jaipur,2025-09-10,iOS,Organic
C002651,33,Female,Ahmedabad,2025-08-19,iOS,Referral
C002652,27,Other,Surat,2024-09-26,Android,Referral
C002653,40,Male,Patna,2024-12-07,Android,Organic
C002654,34,Other,Mumbai,2025-04-14,Web,Partner
C002655,23,Male,Thane,2024-09-27,iOS,Ads
C002656,32,Male,Hyderabad,2025-05-17,Android,Ads
C002657,42,Male,Hyderabad,2024-09-22,iOS,Referral
C002658,18,Female,Lucknow,2025-01-28,Android,Ads
C002659,24,Male,Surat,2024-12-10,Android,Organic
C002660,22,Male,Patna,2025-06-03,Web,Ads
C002661,35,Female,Thane,2025-08-08,Android,Referral
C002662,44,Other,Bangalore,2024-09-09,Android,Referral
C002663,18,Male,Pune,2025-05-17,Android,Partner
C002664,32,Male,Pune,2025-09-24,Web,Organic
C002665,22,Female,Visakhapatnam,2025-03-05,iOS,Organic
C002666,42,Female,Ghaziabad,2024-09-01,Android,Ads
C002667,29,Male,Bhopal,2025-03-11,iOS,Ads
C002668,33,Female,Bhopal,2024-09-30,Android,Organic
C002669,31,Male,Ahmedabad,2025-09-21,Android,Referral
C002670,43,Female,Bangalore,2024-10-30,iOS,Organic
C002671,52,Male,Ghaziabad,2025-10-11,Android,Organic
C002672,20,Female,Thane,2024-08-29,Web,Partner
C002673,22,Male,Mumbai,2025-05-16,iOS,Ads
C002674,35,Female,Lucknow,2024-12-30,Android,Partner
C002675,23,Female,Delhi,2024-11-03,iOS,Organic
C002676,41,Male,Pune,2024-07-16,Android,Organic
C002677,42,Female,Indore,2024-11-21,iOS,Referral
C002678,26,Male,Bhopal,2024-07-15,Android,Referral
C002679,24,Female,Thane,2024-12-18,Android,Ads
C002680,29,Other,Pune,2025-11-24,iOS,Organic
C002681,33,Female,Nagpur,2025-06-24,iOS,Referral
C002682,35,Female,Lucknow,2025-03-26,Android,Organic
C002683,18,Female,Jaipur,2024-12-21,Android,Referral
C002684,22,Male,Jaipur,2025-07-19,Android,Organic
C002685,27,Male,Kolkata,2024-11-10,Android,Referral
C002686,24,Female,Kanpur,2025-04-05,Android,Ads
C002687,18,Female,Ghaziabad,2024-11-01,iOS,Ads
C002688,18,Female,Ghaziabad,2024-08-03,Android,Referral
C002689,18,Female,Indore,2025-06-12,Web,Organic
C002690,30,Male,Ghaziabad,2025-09-16,Android,Referral
C002691,27,Male,Pune,2025-04-08,Web,Organic
C002692,25,Male,Ahmedabad,2024-09-07,Android,Ads
C002693,39,Female,Ahmedabad,2025-03-30,iOS,Ads
C002694,39,Male,Ahmedabad,2024-09-20,Android,Partner
C002695,33,Male,Delhi,2025-11-24,iOS,Organic
C002696,33,Female,Indore,2025-10-13,Android,Ads
C002697,23,Female,Lucknow,2025-07-07,Android,Ads
C002698,24,Female,Patna,2024-08-29,Android,Organic
C002699,18,Other,Patna,2025-11-27,Android,Organic
C002700,29,Female,Patna,2024-12-21,iOS,Ads
C002701,39,Male,Bhopal,2025-07-15,iOS,Organic
C002702,45,Female,Ghaziabad,2024-12-12,iOS,Ads
C002703,29,Male,Chennai,2025-03-22,Android,Referral
C002704,36,Female,Ghaziabad,2024-10-17,Android,Referral
C002705,18,Female,Chennai,2024-10-30,iOS,Ads
C002706,27,Female,Ghaziabad,2025-02-22,iOS,Ads
C002707,27,Male,Lucknow,2024-07-06,Android,Organic
C002708,46,Male,Visakhapatnam,2024-08-18,iOS,Ads
C002709,35,Female,Nagpur,2024-07-16,iOS,Partner
C002710,36,Male,Visakhapatnam,2025-03-11,Web,Organic
C002711,36,Other,Patna,2024-08-20,Android,Ads
C002712,32,Female,Nagpur,2025-10-30,iOS,Referral
C002713,47,Female,Visakhapatnam,2025-07-11,Android,Ads
C002714,18,Female,Thane,2025-07-31,iOS,Ads
C002715,33,Female,Kanpur,2024-12-04,Android,Organic
C002716,43,Male,Lucknow,2025-01-03,iOS,Ads
C002717,18,Male,Nagpur,2024-08-09,iOS,Organic
C002718,40,Female,Surat,2025-09-06,Android,Referral
C002719,24,Female,Bangalore,2025-02-18,Android,Ads
C002720,33,Female,Lucknow,2025-05-29,iOS,Referral
C002721,24,Other,Surat,2025-03-15,Android,Organic
C002722,41,Male,Kolkata,2025-09-03,Android,Ads
C002723,29,Male,Mumbai,2025-05-27,Android,Ads
C002724,40,Male,Kolkata,2025-04-07,iOS,Organic
C002725,36,Female,Chennai,2024-09-21,iOS,Ads
C002726,24,Male,Pune,2025-07-20,iOS,Organic
C002727,37,Male,Kanpur,2024-11-03,Android,Organic
C002728,25,Female,Kanpur,2025-11-30,Android,Organic
C002729,32,Male,Pune,2024-08-26,Android,Organic
C002730,28,Female,Delhi,2025-01-03,Web,Partner
C002731,40,Female,Mumbai,2025-02-17,Android,Organic
C002732,37,Male,Patna,2024-08-20,Android,Partner
C002733,31,Male,Kanpur,2025-08-18,iOS,Ads
C002734,25,Female,Pune,2024-09-12,Web,Ads
C002735,19,Male,Vadodara,2025-10-23,Android,Ads
C002736,33,Male,Bangalore,2025-04-19,Android,Partner
C002737,25,Male,Lucknow,2025-05-18,iOS,Referral
C002738,18,Male,Surat,2025-06-04,iOS,Partner
C002739,18,Female,Chennai,2024-09-30,Android,Referral
C002740,48,Male,Delhi,2025-10-14,iOS,Organic
C002741,25,Female,Ahmedabad,2024-07-12,Android,Partner
C002742,42,Male,Indore,2025-07-16,iOS,Partner
C002743,28,Female,Ahmedabad,2025-01-25,Android,Organic
C002744,44,Female,Kolkata,2025-04-28,Android,Partner
C002745,43,Female,Mumbai,2025-05-11,iOS,Referral
C002746,23,Female,Mumbai,2025-03-09,iOS,Partner
C002747,18,Male,Ahmedabad,2025-10-22,iOS,Partner
C002748,18,Female,Surat,2025-07-16,iOS,Partner
C002749,23,Male,Patna,2025-11-21,Android,Partner
C002750,50,Male,Lucknow,2025-01-20,Android,Organic
C002751,27,Female,Kanpur,2025-03-12,Android,Organic
C002752,33,Male,Ghaziabad,2024-12-05,Web,Organic
C002753,45,Female,Bhopal,2024-07-10,Android,Organic
C002754,33,Male,Chennai,2025-08-27,Android,Ads
C002755,32,Female,Bhopal,2024-07-28,Android,Referral
C002756,38,Female,Kanpur,2025-02-27,Web,Ads
C002757,34,Female,Kolkata,2025-06-23,iOS,Referral
C002758,31,Female,Chennai,2024-07-13,Web,Referral
C002759,24,Female,Mumbai,2025-06-12,Android,Referral
C002760,32,Female,Vadodara,2024-07-05,iOS,Ads
C002761,42,Male,Lucknow,2025-07-24,Android,Organic
C002762,49,Female,Indore,2025-05-14,Android,Organic
C002763,34,Male,Bangalore,2024-10-18,Android,Ads
C002764,39,Male,Kolkata,2025-01-30,Android,Referral
C002765,34,Male,Chennai,2025-03-04,iOS,Ads
C002766,31,Male,Visakhapatnam,2025-09-06,Web,Referral
C002767,37,Female,Patna,2025-11-19,Android,Organic
C002768,43,Female,Kanpur,2024-09-03,Web,Organic
C002769,23,Female,Chennai,2024-11-26,Android,Referral
C002770,18,Female,Jaipur,2025-04-16,Android,Organic
C002771,26,Male,Kanpur,2024-10-07,Android,Ads
C002772,34,Male,Ghaziabad,2024-08-17,Android,Referral
C002773,40,Male,Jaipur,2025-02-26,Android,Organic
C002774,22,Female,Bangalore,2025-08-30,iOS,Ads
C002775,18,Male,Mumbai,2025-07-20,iOS,Referral
C002776,26,Female,Thane,2025-10-16,iOS,Referral
C002777,30,Female,Lucknow,2024-09-28,Android,Organic
C002778,20,Female,Indore,2024-10-09,iOS,Referral
C002779,24,Female,Pune,2024-11-17,iOS,Organic
C002780,40,Female,Hyderabad,2025-08-11,Web,Ads
C002781,32,Male,Chennai,2024-09-18,Android,Ads
C002782,35,Male,Ghaziabad,2024-09-05,Web,Organic
C002783,28,Female,Bhopal,2025-09-22,iOS,Organic
C002784,24,Female,Bangalore,2024-11-14,iOS,Organic
C002785,28,Female,Visakhapatnam,2025-03-03,Android,Ads
C002786,36,Male,Nagpur,2025-04-28,Android,Organic
C002787,18,Female,Kolkata,2025-03-28,Android,Partner
C002788,48,Male,Chennai,2025-05-22,Android,Organic
C002789,37,Male,Bhopal,2025-08-10,Android,Partner
C002790,26,Male,Surat,2025-06-03,Web,Partner
C002791,40,Male,Visakhapatnam,2025-05-25,Android,Ads
C002792,44,Male,Chennai,2025-10-10,Android,Ads
C002793,28,Male,Kolkata,2025-04-08,Android,Organic
C002794,29,Female,Lucknow,2025-02-28,Android,Partner
C002795,46,Female,Mumbai,2024-09-18,Android,Referral
C002796,53,Female,Lucknow,2025-01-27,iOS,Partner
C002797,32,Male,Visakhapatnam,2024-11-20,Android,Ads
C002798,20,Other,Bangalore,2024-10-23,iOS,Partner
C002799,27,Male,Delhi,2024-12-10,Android,Ads
C002800,42,Male,Visakhapatnam,2024-10-20,Web,Partner
C002801,21,Female,Hyderabad,2024-12-19,Web,Organic
C002802,29,Male,Delhi,2025-10-07,Android,Ads
C002803,34,Female,Chennai,2025-10-24,iOS,Referral
C002804,22,Female,Lucknow,2025-05-21,Android,Referral
C002805,42,Other,Mumbai,2025-08-24,Android,Ads
C002806,38,Female,Mumbai,2024-11-04,Android,Referral
C002807,52,Female,Hyderabad,2025-07-05,Android,Organic
C002808,39,Male,Pune,2025-02-01,Web,Ads
C002809,22,Female,Indore,2025-10-09,Android,Ads
C002810,37,Male,Indore,2025-05-15,Android,Organic
C002811,41,Female,Patna,2025-10-21,Android,Referral
C002812,42,Female,Delhi,2025-04-01,iOS,Organic
C002813,24,Male,Mumbai,2024-11-03,Web,Organic
C002814,23,Female,Bhopal,2024-10-04,iOS,Ads
C002815,20,Male,Patna,2024-12-12,Android,Partner
C002816,48,Male,Bhopal,2025-05-11,Android,Ads
C002817,38,Female,Kolkata,2024-08-14,Android,Referral
C002818,23,Male,Lucknow,2025-02-09,Android,Ads
C002819,33,Male,Delhi,2025-06-04,Android,Referral
C002820,30,Male,Pune,2024-12-02,Android,Organic
C002821,22,Female,Visakhapatnam,2024-10-05,iOS,Referral
C002822,32,Male,Bangalore,2025-03-15,Android,Ads
C002823,33,Male,Ghaziabad,2025-07-03,iOS,Ads
C002824,51,Female,Kanpur,2025-08-13,Web,Organic
C002825,25,Male,Delhi,2024-08-23,Web,Partner
C002826,18,Male,Pune,2025-05-06,Android,Referral
C002827,21,Female,Visakhapatnam,2025-03-27,Web,Partner
C002828,23,Female,Vadodara,2024-12-29,iOS,Organic
C002829,27,Female,Kanpur,2024-08-04,iOS,Organic
C002830,21,Male,Jaipur,2025-08-22,Android,Organic
C002831,40,Female,Indore,2025-10-10,Android,Ads
C002832,20,Female,Delhi,2025-03-16,Web,Referral
C002833,32,Male,Hyderabad,2024-10-08,Android,Ads
C002834,52,Male,Vadodara,2025-10-20,Android,Organic
C002835,37,Other,Bhopal,2024-10-16,Android,Ads
C002836,36,Female,Visakhapatnam,2024-11-24,Web,Referral
C002837,50,Female,Delhi,2024-11-05,Android,Organic
C002838,44,Female,Visakhapatnam,2024-07-16,Web,Partner
C002839,37,Female,Vadodara,2024-09-05,Android,Organic
C002840,28,Female,Ahmedabad,2025-02-16,Android,Referral
C002841,31,Male,Ghaziabad,2024-11-14,Android,Ads
C002842,31,Male,Kolkata,2025-01-22,iOS,Organic
C002843,27,Female,Kanpur,2025-08-18,Android,Referral
C002844,34,Female,Patna,2025-07-20,Android,Ads
C002845,35,Female,Delhi,2024-09-28,Android,Referral
C002846,19,Other,Vadodara,2025-03-26,Android,Referral
C002847,48,Female,Lucknow,2024-09-18,iOS,Organic
C002848,36,Male,Bangalore,2024-07-26,Android,Referral
C002849,29,Female,Kanpur,2024-09-08,Android,Referral
C002850,34,Male,Bhopal,2025-01-22,Android,Referral
C002851,41,Male,Kanpur,2025-10-01,Android,Ads
C002852,18,Male,Ahmedabad,2024-11-12,Web,Organic
C002853,30,Female,Chennai,2024-10-06,Android,Organic
C002854,20,Other,Surat,2025-06-08,Android,Partner
C002855,58,Male,Lucknow,2024-11-06,Android,Partner
C002856,33,Male,Bangalore,2024-08-16,iOS,Ads
C002857,20,Female,Jaipur,2025-10-19,iOS,Organic
C002858,60,Female,Kanpur,2024-08-24,Android,Referral
C002859,26,Female,Kolkata,2024-12-23,iOS,Referral
C002860,29,Female,Vadodara,2025-09-20,iOS,Referral
C002861,30,Female,Bhopal,2025-08-12,Android,Organic
C002862,23,Male,Indore,2025-11-24,Android,Organic
C002863,34,Male,Hyderabad,2024-08-03,Android,Ads
C002864,18,Male,Patna,2025-07-30,iOS,Organic
C002865,42,Female,Lucknow,2025-09-13,Web,Referral
C002866,20,Male,Patna,2024-12-27,Android,Ads
C002867,27,Female,Kanpur,2025-07-01,iOS,Referral
C002868,39,Male,Vadodara,2025-02-08,Android,Organic
C002869,29,Male,Ahmedabad,2025-01-11,Web,Ads
C002870,30,Male,Mumbai,2025-04-11,iOS,Ads
C002871,21,Male,Indore,2025-04-16,iOS,Organic
C002872,52,Male,Kolkata,2025-10-03,Android,Ads
C002873,37,Female,Indore,2024-12-03,Android,Ads
C002874,21,Male,Delhi,2024-08-08,iOS,Partner
C002875,33,Female,Jaipur,2025-03-12,Android,Organic
C002876,20,Male,Kanpur,2025-05-02,Android,Referral
C002877,49,Female,Chennai,2025-11-26,Android,Partner
C002878,33,Female,Delhi,2025-08-29,Android,Referral
C002879,22,Other,Vadodara,2025-11-06,iOS,Referral
C002880,38,Male,Pune,2024-09-04,Android,Organic
C002881,29,Male,Pune,2024-10-01,Android,Ads
C002882,19,Female,Lucknow,2025-04-16,Android,Referral
C002883,35,Male,Visakhapatnam,2025-07-31,iOS,Ads
C002884,35,Female,Indore,2024-11-21,Web,Ads
C002885,43,Male,Surat,2025-09-06,Android,Partner
C002886,32,Female,Ghaziabad,2025-01-24,iOS,Ads
C002887,33,Male,Kolkata,2025-03-16,Android,Partner
C002888,33,Female,Ahmedabad,2024-07-23,Android,Ads
C002889,47,Female,Vadodara,2025-07-30,iOS,Referral
C002890,28,Male,Vadodara,2025-07-06,Android,Referral
C002891,36,Male,Visakhapatnam,2025-11-07,Android,Referral
C002892,38,Male,Patna,2025-11-12,iOS,Organic
C002893,35,Female,Kanpur,2025-06-21,Web,Organic
C002894,28,Male,Jaipur,2025-11-30,Web,Ads
C002895,33,Male,Bhopal,2025-05-29,iOS,Partner
C002896,31,Female,Patna,2025-08-05,Android,Ads
C002897,51,Male,Bhopal,2025-04-06,Android,Organic
C002898,27,Male,Bhopal,2025-01-04,iOS,Organic
C002899,22,Male,Hyderabad,2024-07-30,Android,Ads
C002900,31,Female,Pune,2025-05-26,iOS,Ads
C002901,31,Other,Mumbai,2025-02-13,Android,Partner
C002902,33,Male,Ghaziabad,2024-08-03,Android,Ads
C002903,27,Female,Mumbai,2025-04-17,Android,Ads
C002904,33,Male,Ahmedabad,2024-09-01,Web,Ads
C002905,33,Male,Ahmedabad,2025-10-30,Android,Referral
C002906,41,Female,Lucknow,2025-07-05,iOS,Ads
C002907,32,Male,Mumbai,2025-02-27,iOS,Organic
C002908,33,Female,Indore,2024-12-14,Web,Organic
C002909,37,Female,Indore,2024-10-14,Android,Referral
