ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,is_resolved
TKT003481,C002346,2025-04-14,Billing,34.82,1
TKT003482,C002347,2024-12-17,Refund,57.21,0
TKT003483,C002347,2025-04-15,Billing,37.6,0
TKT003484,C002347,2025-02-01,AppBug,42.06,0
TKT003485,C002347,2024-12-30,Refund,69.92,0
TKT003486,C002347,2025-03-10,Refund,54.41,1
TKT003487,C002347,2025-05-01,Billing,68.13,0
TKT003488,C002348,2025-09-08,Refund,25.75,1
TKT003489,C002348,2025-09-16,AppBug,24.98,1
TKT003490,C002348,2025-07-09,Network,12.33,1
TKT003491,C002351,2025-10-14,Network,32.47,1
TKT003492,C002352,2025-08-01,AppBug,19.16,0
TKT003493,C002353,2025-11-24,AppBug,28.18,0
TKT003494,C002356,2025-01-12,Network,20.44,0
TKT003495,C002359,2025-08-05,Account,50.97,1
TKT003496,C002359,2025-07-10,Refund,55.02,1
TKT003497,C002359,2025-07-30,AppBug,43.64,1
TKT003498,C002360,2024-09-11,Refund,71.03,1
TKT003499,C002360,2024-10-14,Refund,24.08,1
TKT003500,C002361,2025-10-22,Refund,24.88,1
TKT003501,C002362,2025-11-05,Refund,15.05,1
TKT003502,C002363,2025-12-01,Billing,14.67,0
TKT003503,C002364,2024-11-12,Refund,1.88,1
TKT003504,C002365,2025-12-21,Refund,22.9,1
TKT003505,C002366,2025-11-08,Refund,7.24,1
TKT003506,C002366,2025-10-10,Network,36.4,1
TKT003507,C002367,2025-07-02,Network,12.91,1
TKT003508,C002367,2025-11-18,Network,31.1,1
TKT003509,C002370,2025-04-24,Account,29.59,1
TKT003510,C002370,2025-10-30,Refund,28.23,1
TKT003511,C002370,2025-11-03,Refund,39.42,0
TKT003512,C002370,2025-10-19,Network,33.66,1
TKT003513,C002370,2025-09-22,Network,35.24,1
TKT003514,C002370,2025-03-29,Network,18.87,1
TKT003515,C002370,2025-07-28,Account,38.51,1
TKT003516,C002372,2025-10-11,Network,65.1,1
TKT003517,C002372,2025-10-24,Refund,43.12,0
TKT003518,C002372,2025-10-17,Billing,41.73,1
TKT003519,C002372,2025-10-09,AppBug,42.11,1
TKT003520,C002375,2025-12-01,Account,26.34,1
TKT003521,C002375,2025-09-30,Network,4.95,1
TKT003522,C002375,2025-12-14,Refund,14.0,1
TKT003523,C002376,2025-05-06,Network,9.62,1
TKT003524,C002377,2025-08-20,Network,17.35,1
TKT003525,C002377,2025-07-17,AppBug,38.57,1
TKT003526,C002377,2025-03-26,AppBug,39.13,1
TKT003527,C002378,2025-11-19,Network,68.18,1
TKT003528,C002378,2025-09-30,Billing,51.17,1
TKT003529,C002380,2024-12-06,Billing,32.24,1
TKT003530,C002380,2024-09-17,Account,50.15,1
TKT003531,C002385,2025-10-21,Network,5.41,1
TKT003532,C002386,2025-05-13,Network,4.63,0
TKT003533,C002386,2025-05-09,Billing,17.67,1
TKT003534,C002387,2025-05-06,Account,18.64,1
TKT003535,C002391,2025-10-29,Account,32.89,0
TKT003536,C002392,2025-11-15,Network,35.51,1
TKT003537,C002392,2025-08-28,Network,16.65,1
TKT003538,C002392,2025-12-25,Billing,21.75,1
TKT003539,C002393,2025-08-13,AppBug,19.42,1
TKT003540,C002394,2025-01-23,Billing,49.55,1
TKT003541,C002395,2025-11-03,Refund,42.96,1
TKT003542,C002395,2025-10-25,AppBug,78.94,0
TKT003543,C002395,2025-10-26,AppBug,39.96,1
TKT003544,C002395,2025-11-09,Account,69.51,1
TKT003545,C002396,2025-10-14,Billing,14.97,1
TKT003546,C002397,2025-07-03,AppBug,12.77,1
TKT003547,C002398,2025-11-21,Network,57.12,0
TKT003548,C002398,2025-11-26,Refund,29.43,1
TKT003549,C002400,2025-08-23,Refund,14.07,1
TKT003550,C002402,2024-11-24,Account,34.77,1
TKT003551,C002402,2024-11-12,Network,70.33,0
TKT003552,C002405,2025-12-12,AppBug,22.39,1
TKT003553,C002407,2025-12-22,Refund,23.63,1
TKT003554,C002408,2024-10-23,Account,53.01,0
TKT003555,C002408,2024-10-04,Refund,21.63,0
TKT003556,C002408,2024-10-31,Network,71.91,1
TKT003557,C002408,2024-10-06,Account,79.22,1
TKT003558,C002408,2024-09-28,Billing,57.04,1
TKT003559,C002410,2025-10-21,Refund,11.32,1
TKT003560,C002410,2025-06-14,Refund,35.92,1
TKT003561,C002413,2025-06-29,Network,37.58,1
TKT003562,C002413,2025-06-30,AppBug,34.29,1
TKT003563,C002413,2025-05-14,Billing,54.92,0
TKT003564,C002414,2024-12-26,Refund,29.94,1
TKT003565,C002416,2025-07-24,Refund,24.73,1
TKT003566,C002416,2025-08-01,Account,32.78,1
TKT003567,C002417,2024-12-11,Refund,24.98,1
TKT003568,C002417,2024-12-26,Account,62.02,0
TKT003569,C002417,2024-12-05,Network,71.87,0
TKT003570,C002417,2024-12-29,Billing,31.37,1
TKT003571,C002418,2025-09-10,Network,55.53,1
TKT003572,C002418,2025-08-08,Billing,46.97,1
TKT003573,C002418,2025-08-07,AppBug,28.23,0
TKT003574,C002418,2025-09-01,Network,24.58,0
TKT003575,C002418,2025-10-30,Billing,28.37,1
TKT003576,C002419,2025-12-23,Billing,1.14,1
TKT003577,C002419,2025-12-04,Network,12.91,1
TKT003578,C002421,2025-08-21,Network,26.27,1
TKT003579,C002422,2025-10-05,Billing,30.43,1
TKT003580,C002422,2025-09-27,Network,5.17,1
TKT003581,C002425,2025-08-30,Network,75.03,1
TKT003582,C002425,2025-08-12,Refund,64.26,1
TKT003583,C002426,2025-03-14,Refund,33.93,1
TKT003584,C002430,2025-02-19,Account,79.54,1
TKT003585,C002430,2025-02-22,Refund,57.91,1
TKT003586,C002431,2025-09-21,Network,15.92,1
TKT003587,C002432,2025-10-27,Account,20.05,1
TKT003588,C002435,2025-03-19,AppBug,20.79,1
TKT003589,C002436,2025-11-15,Account,45.78,0
TKT003590,C002436,2025-12-16,AppBug,34.7,0
TKT003591,C002436,2025-12-26,AppBug,40.38,1
TKT003592,C002436,2025-11-29,Billing,71.16,1
TKT003593,C002437,2025-04-29,Account,36.1,0
TKT003594,C002437,2025-04-08,Network,31.76,0
TKT003595,C002437,2024-12-21,Network,65.94,1
TKT003596,C002437,2024-11-25,Billing,64.26,1
TKT003597,C002437,2024-12-01,Account,64.58,0
TKT003598,C002437,2024-12-16,Billing,72.8,1
TKT003599,C002438,2025-10-24,Refund,49.45,0
TKT003600,C002438,2025-06-19,Billing,69.47,1
TKT003601,C002438,2025-03-12,Billing,44.01,1
TKT003602,C002438,2025-10-07,Refund,79.59,1
TKT003603,C002438,2025-08-19,AppBug,41.43,1
TKT003604,C002439,2025-09-06,Network,24.79,1
TKT003605,C002439,2025-08-01,Billing,55.07,1
TKT003606,C002439,2025-09-27,Refund,25.26,1
TKT003607,C002439,2025-08-07,Billing,75.68,1
TKT003608,C002439,2025-09-28,Refund,43.2,1
TKT003609,C002439,2025-11-18,Billing,22.63,1
TKT003610,C002439,2025-11-07,Billing,55.88,1
TKT003611,C002439,2025-09-07,AppBug,77.03,0
TKT003612,C002440,2025-12-14,Billing,15.55,1
TKT003613,C002442,2025-12-30,AppBug,17.9,1
TKT003614,C002442,2025-12-07,Network,17.12,1
TKT003615,C002443,2025-09-30,Refund,6.77,1
TKT003616,C002443,2025-12-28,Account,25.41,1
TKT003617,C002443,2025-12-23,AppBug,30.77,1
TKT003618,C002443,2025-11-28,Network,36.49,1
TKT003619,C002445,2025-12-10,Network,35.12,1
TKT003620,C002446,2025-01-19,Refund,73.86,1
TKT003621,C002446,2025-04-26,Billing,55.57,1
TKT003622,C002446,2025-02-03,Billing,35.78,1
TKT003623,C002446,2025-01-19,Refund,26.95,1
TKT003624,C002446,2025-02-17,Account,75.31,1
TKT003625,C002446,2025-01-17,Account,31.38,0
TKT003626,C002446,2025-03-04,Billing,54.24,1
TKT003627,C002446,2025-03-23,Account,29.79,0
TKT003628,C002446,2025-01-10,Network,20.14,1
TKT003629,C002447,2025-08-07,Refund,22.09,1
TKT003630,C002448,2024-09-15,Refund,73.08,1
TKT003631,C002448,2024-08-19,Billing,21.07,1
TKT003632,C002448,2024-09-19,AppBug,29.03,1
TKT003633,C002448,2024-11-30,Account,32.09,1
TKT003634,C002449,2025-02-19,Billing,23.14,0
TKT003635,C002449,2025-02-16,Network,76.96,1
TKT003636,C002451,2025-01-07,AppBug,36.73,1
TKT003637,C002451,2025-02-04,AppBug,20.8,1
TKT003638,C002452,2025-11-16,AppBug,26.42,1
TKT003639,C002453,2025-11-17,Account,21.58,1
TKT003640,C002453,2025-08-09,Billing,35.84,1
TKT003641,C002453,2025-12-23,Network,15.35,0
TKT003642,C002454,2025-05-18,Network,50.44,1
TKT003643,C002454,2025-07-20,AppBug,70.26,1
TKT003644,C002454,2025-06-18,Refund,27.49,1
TKT003645,C002455,2025-03-09,Refund,35.72,0
TKT003646,C002455,2025-11-29,AppBug,11.23,1
TKT003647,C002459,2025-10-14,Refund,22.58,1
TKT003648,C002460,2025-05-12,Refund,59.44,1
TKT003649,C002460,2025-05-10,Network,75.59,0
TKT003650,C002460,2025-05-18,Billing,67.89,1
TKT003651,C002460,2025-04-17,Billing,73.64,1
TKT003652,C002466,2024-12-24,Billing,30.87,1
TKT003653,C002466,2025-02-20,AppBug,54.1,1
TKT003654,C002467,2025-09-18,Network,20.99,1
TKT003655,C002467,2025-07-27,Refund,33.37,1
TKT003656,C002470,2025-10-16,AppBug,4.61,1
TKT003657,C002470,2025-10-07,Billing,22.97,1
TKT003658,C002471,2025-06-14,Network,25.91,1
TKT003659,C002472,2025-12-09,Network,9.4,1
TKT003660,C002474,2025-10-14,Billing,9.94,1
TKT003661,C002474,2025-11-05,AppBug,12.71,1
TKT003662,C002476,2025-05-17,Network,13.46,1
TKT003663,C002476,2025-09-18,Account,26.72,1
TKT003664,C002476,2025-10-17,Network,36.78,1
TKT003665,C002479,2025-12-16,Network,10.67,1
TKT003666,C002480,2025-07-11,Billing,78.16,0
TKT003667,C002480,2025-07-09,AppBug,25.3,1
TKT003668,C002480,2025-04-21,Billing,59.93,0
TKT003669,C002481,2024-12-27,Account,37.14,1
TKT003670,C002484,2024-10-29,Network,6.86,1
TKT003671,C002484,2025-06-24,Refund,32.9,1
TKT003672,C002485,2025-10-15,Billing,13.15,1
TKT003673,C002486,2025-10-20,AppBug,55.55,0
TKT003674,C002486,2025-06-27,Billing,46.09,1
TKT003675,C002486,2025-05-24,Billing,20.5,1
TKT003676,C002486,2025-05-10,Billing,67.42,1
TKT003677,C002487,2025-06-06,Billing,5.33,1
TKT003678,C002487,2025-02-26,Network,9.8,1
TKT003679,C002488,2025-07-16,AppBug,20.38,1
TKT003680,C002488,2025-12-13,AppBug,16.43,0
TKT003681,C002488,2025-09-06,AppBug,13.79,1
TKT003682,C002488,2025-08-29,Account,13.71,1
TKT003683,C002489,2025-07-19,Network,38.33,1
TKT003684,C002491,2025-12-12,Account,36.17,1
TKT003685,C002491,2025-11-06,Refund,11.94,1
TKT003686,C002491,2025-12-05,AppBug,3.73,1
TKT003687,C002493,2024-12-15,Billing,21.49,1
TKT003688,C002493,2024-12-10,Billing,29.51,1
TKT003689,C002493,2024-11-27,Refund,58.16,0
TKT003690,C002493,2024-12-04,Network,30.6,1
TKT003691,C002493,2024-12-13,Refund,46.49,1
TKT003692,C002493,2024-12-15,AppBug,45.65,1
TKT003693,C002496,2025-12-23,Network,23.37,1
TKT003694,C002498,2025-08-18,Network,34.52,1
TKT003695,C002498,2025-08-16,AppBug,25.59,1
TKT003696,C002500,2025-08-09,Billing,1.34,1
TKT003697,C002501,2025-10-12,Billing,12.24,1
TKT003698,C002502,2025-12-13,AppBug,15.53,1
TKT003699,C002502,2025-07-09,AppBug,3.02,1
TKT003700,C002505,2025-06-10,Network,15.58,0
TKT003701,C002507,2025-09-11,Account,39.83,0
TKT003702,C002507,2025-11-14,Account,9.38,1
TKT003703,C002507,2025-12-01,Refund,36.56,1
TKT003704,C002508,2025-11-07,AppBug,4.07,1
TKT003705,C002510,2025-06-15,Refund,18.21,1
TKT003706,C002510,2025-07-11,Network,14.21,1
TKT003707,C002511,2025-11-08,Network,29.6,1
TKT003708,C002512,2025-10-15,AppBug,15.94,1
TKT003709,C002514,2025-08-07,AppBug,24.47,1
TKT003710,C002514,2025-09-14,Network,29.83,0
TKT003711,C002514,2025-10-16,AppBug,22.75,1
TKT003712,C002515,2025-10-12,Refund,64.5,1
TKT003713,C002516,2025-11-21,Account,79.49,0
TKT003714,C002516,2025-12-12,Refund,39.18,1
TKT003715,C002518,2024-07-08,Billing,50.72,1
TKT003716,C002518,2024-08-21,Network,50.24,1
TKT003717,C002518,2024-09-15,Network,51.89,1
TKT003718,C002518,2024-09-04,Refund,54.68,1
TKT003719,C002518,2024-07-23,Refund,55.83,1
TKT003720,C002518,2024-07-20,Billing,46.55,0
TKT003721,C002523,2025-08-30,Billing,12.3,1
TKT003722,C002523,2025-11-12,Billing,12.67,1
TKT003723,C002523,2025-11-15,Refund,29.36,1
TKT003724,C002525,2025-12-24,Network,35.6,1
TKT003725,C002525,2025-12-29,Account,12.9,1
TKT003726,C002526,2025-04-17,Billing,71.95,1
TKT003727,C002526,2025-07-05,AppBug,43.65,1
TKT003728,C002526,2025-09-28,Refund,64.58,0
TKT003729,C002528,2025-05-10,Network,21.99,0
TKT003730,C002528,2025-08-23,Billing,75.02,1
TKT003731,C002528,2025-07-20,Refund,24.53,0
TKT003732,C002528,2025-06-05,Billing,24.15,1
TKT003733,C002529,2025-07-22,Billing,51.91,1
TKT003734,C002529,2025-07-26,Billing,20.5,1
TKT003735,C002529,2025-06-13,Refund,23.78,1
TKT003736,C002532,2025-12-01,Network,6.18,1
TKT003737,C002533,2025-11-20,Billing,17.14,1
TKT003738,C002533,2025-11-19,Network,7.4,1
TKT003739,C002533,2025-12-26,AppBug,24.24,0
TKT003740,C002533,2025-12-27,Billing,6.14,1
TKT003741,C002535,2024-09-27,Refund,65.35,1
TKT003742,C002535,2024-11-26,AppBug,69.76,1
TKT003743,C002535,2024-08-28,Refund,62.04,0
TKT003744,C002536,2025-08-11,Account,38.84,1
TKT003745,C002537,2025-01-29,AppBug,76.48,1
TKT003746,C002537,2025-01-16,Billing,71.05,1
TKT003747,C002537,2024-10-26,Account,70.82,1
TKT003748,C002537,2024-11-09,Refund,55.75,1
TKT003749,C002537,2025-03-31,Refund,31.09,1
TKT003750,C002538,2025-11-23,Billing,30.48,1
TKT003751,C002538,2025-10-21,Billing,39.26,1
TKT003752,C002538,2025-11-16,Billing,25.68,0
TKT003753,C002542,2025-12-13,Billing,32.1,1
TKT003754,C002544,2024-12-12,AppBug,29.62,1
TKT003755,C002544,2024-08-03,Network,6.0,1
TKT003756,C002545,2025-10-03,Refund,41.24,1
TKT003757,C002545,2025-10-31,AppBug,48.71,1
TKT003758,C002545,2025-10-03,Network,59.1,1
TKT003759,C002548,2025-05-19,Billing,25.89,1
TKT003760,C002548,2025-06-09,Billing,53.86,0
TKT003761,C002549,2025-01-21,AppBug,23.97,1
TKT003762,C002549,2024-12-19,AppBug,35.69,1
TKT003763,C002551,2025-07-25,Billing,17.83,1
TKT003764,C002552,2025-10-22,AppBug,24.31,1
TKT003765,C002553,2025-06-01,Billing,40.22,0
TKT003766,C002553,2025-06-18,Network,40.63,1
TKT003767,C002554,2025-05-24,Account,6.69,1
TKT003768,C002555,2025-08-23,Refund,44.33,1
TKT003769,C002555,2025-12-01,Refund,39.61,1
TKT003770,C002557,2025-08-18,Refund,8.24,1
TKT003771,C002559,2025-07-27,Network,2.03,1
TKT003772,C002560,2025-10-26,AppBug,20.34,1
TKT003773,C002563,2024-11-04,AppBug,61.54,1
TKT003774,C002564,2025-06-15,Network,11.18,1
TKT003775,C002565,2025-09-22,Network,1.11,1
TKT003776,C002565,2025-02-13,Network,27.26,1
TKT003777,C002566,2025-11-22,Billing,1.22,1
TKT003778,C002567,2024-09-28,Billing,63.34,1
TKT003779,C002567,2024-09-30,Billing,58.67,0
TKT003780,C002567,2024-09-24,Billing,50.24,1
TKT003781,C002567,2024-11-16,Network,61.16,1
TKT003782,C002567,2024-11-01,Network,28.33,1
TKT003783,C002570,2025-10-06,Account,16.08,0
TKT003784,C002571,2025-01-06,Network,4.95,1
TKT003785,C002572,2024-11-17,Billing,27.25,1
TKT003786,C002572,2024-08-22,Network,52.08,1
TKT003787,C002572,2024-07-14,Network,70.36,1
TKT003788,C002572,2024-10-21,Billing,36.95,1
TKT003789,C002572,2025-02-10,Refund,35.9,0
TKT003790,C002574,2025-02-20,AppBug,23.47,0
TKT003791,C002574,2025-04-27,Refund,39.03,1
TKT003792,C002574,2025-02-28,AppBug,51.22,0
TKT003793,C002574,2025-03-25,Billing,61.38,1
TKT003794,C002574,2025-01-09,Network,23.51,1
TKT003795,C002574,2025-03-30,Billing,40.68,1
TKT003796,C002575,2025-11-12,Billing,70.37,0
TKT003797,C002575,2025-10-18,Refund,37.16,1
TKT003798,C002575,2025-12-08,Refund,51.55,0
TKT003799,C002576,2025-03-12,Network,34.28,1
TKT003800,C002576,2025-06-20,Billing,33.45,1
TKT003801,C002577,2025-11-15,Network,69.28,1
TKT003802,C002577,2025-11-22,Billing,59.43,0
TKT003803,C002577,2025-11-10,Refund,78.04,1
TKT003804,C002577,2025-12-08,Network,56.61,1
TKT003805,C002577,2025-11-29,AppBug,39.71,1
TKT003806,C002577,2025-11-13,Account,37.33,0
TKT003807,C002578,2025-09-29,AppBug,23.14,1
TKT003808,C002578,2024-12-31,Account,30.18,1
TKT003809,C002578,2025-04-07,Network,31.02,1
TKT003810,C002579,2025-03-23,Network,37.15,1
TKT003811,C002579,2025-06-15,AppBug,59.54,0
TKT003812,C002579,2025-09-11,Billing,38.14,1
TKT003813,C002579,2025-05-28,Refund,35.69,0
TKT003814,C002580,2025-09-21,Network,67.49,1
TKT003815,C002580,2025-09-16,Account,27.45,0
TKT003816,C002581,2025-07-16,Account,13.35,1
TKT003817,C002581,2025-08-08,Billing,31.67,1
TKT003818,C002583,2025-12-21,Network,14.54,1
TKT003819,C002585,2025-08-03,Network,25.47,1
TKT003820,C002586,2025-12-01,AppBug,32.02,0
TKT003821,C002587,2025-01-19,Billing,67.78,1
TKT003822,C002587,2025-01-21,Refund,55.56,1
TKT003823,C002587,2024-12-31,Refund,55.56,0
TKT003824,C002590,2025-10-27,AppBug,35.18,0
TKT003825,C002591,2025-08-06,AppBug,18.43,1
TKT003826,C002598,2025-10-19,Account,39.15,1
TKT003827,C002599,2025-11-17,Network,38.64,1
TKT003828,C002600,2025-05-06,Billing,36.14,1
TKT003829,C002603,2024-11-27,Account,39.55,0
TKT003830,C002603,2025-01-14,AppBug,25.88,1
TKT003831,C002603,2024-12-17,Billing,28.68,1
TKT003832,C002603,2025-01-04,Network,34.7,1
TKT003833,C002604,2025-06-12,Refund,39.87,1
TKT003834,C002605,2025-08-25,AppBug,35.48,0
TKT003835,C002605,2025-09-04,Refund,67.54,1
TKT003836,C002605,2025-08-14,Billing,66.41,1
TKT003837,C002605,2025-08-14,AppBug,78.24,1
TKT003838,C002605,2025-08-10,Network,71.94,1
TKT003839,C002605,2025-09-16,AppBug,33.41,0
TKT003840,C002606,2025-11-29,Billing,17.83,0
TKT003841,C002607,2025-12-24,Account,6.99,1
TKT003842,C002607,2025-10-28,Refund,25.29,1
TKT003843,C002608,2025-05-29,Account,24.55,1
TKT003844,C002609,2025-03-26,Account,6.5,1
TKT003845,C002610,2025-04-19,Billing,23.85,1
TKT003846,C002610,2025-04-03,Network,42.61,1
TKT003847,C002611,2025-05-17,Network,43.68,1
TKT003848,C002611,2025-04-19,AppBug,47.38,0
TKT003849,C002611,2025-04-17,Refund,29.34,1
TKT003850,C002612,2025-01-14,Account,14.05,1
TKT003851,C002615,2024-08-11,Network,4.59,1
TKT003852,C002615,2025-06-12,Network,1.76,1
TKT003853,C002615,2025-02-08,Account,21.34,1
TKT003854,C002616,2025-09-26,Network,11.8,1
TKT003855,C002616,2025-06-28,Account,1.05,1
TKT003856,C002617,2025-02-15,AppBug,39.01,0
TKT003857,C002617,2025-06-02,Billing,40.72,1
TKT003858,C002618,2025-05-30,Account,4.4,1
TKT003859,C002618,2025-02-25,Account,4.61,1
TKT003860,C002618,2025-10-31,Refund,8.94,1
TKT003861,C002619,2025-12-31,Billing,35.75,1
TKT003862,C002620,2025-05-13,Network,8.44,1
TKT003863,C002621,2025-06-12,Network,56.63,0
TKT003864,C002622,2025-11-08,Account,3.63,1
TKT003865,C002622,2025-03-29,Refund,20.78,0
TKT003866,C002622,2025-03-30,Account,31.6,1
TKT003867,C002622,2025-08-14,AppBug,18.2,1
TKT003868,C002623,2025-11-27,Network,3.89,1
TKT003869,C002623,2025-12-11,Account,9.91,1
TKT003870,C002624,2025-08-05,AppBug,14.51,1
TKT003871,C002625,2025-04-27,Network,35.37,1
TKT003872,C002626,2025-07-29,AppBug,1.54,1
TKT003873,C002630,2025-10-17,Billing,5.27,1
TKT003874,C002631,2025-09-29,Billing,19.7,1
TKT003875,C002633,2025-09-22,Network,32.6,1
TKT003876,C002633,2025-10-23,AppBug,1.06,1
TKT003877,C002633,2025-11-12,Account,1.08,0
TKT003878,C002634,2025-10-22,Network,41.83,0
TKT003879,C002634,2025-09-23,Network,51.68,1
TKT003880,C002634,2025-12-05,Account,59.1,1
TKT003881,C002634,2025-12-02,Refund,27.3,0
TKT003882,C002634,2025-09-19,Billing,25.36,0
TKT003883,C002634,2025-10-19,Billing,29.59,0
TKT003884,C002635,2025-10-25,Account,15.56,1
TKT003885,C002636,2025-09-10,Account,17.45,0
TKT003886,C002637,2025-11-10,AppBug,35.38,0
TKT003887,C002638,2025-05-31,AppBug,27.89,1
TKT003888,C002638,2025-11-03,AppBug,5.09,1
TKT003889,C002638,2025-10-17,AppBug,4.36,1
TKT003890,C002640,2024-11-26,Network,22.96,1
TKT003891,C002640,2024-09-23,Refund,22.67,1
TKT003892,C002642,2025-05-16,Account,60.9,1
TKT003893,C002642,2025-05-29,Network,67.59,1
TKT003894,C002645,2025-01-31,Refund,56.56,1
TKT003895,C002645,2024-09-12,Network,59.36,1
TKT003896,C002647,2025-07-06,Network,38.9,1
TKT003897,C002648,2025-12-09,AppBug,36.2,1
TKT003898,C002650,2025-09-29,AppBug,7.12,1
TKT003899,C002652,2025-09-10,Network,12.23,1
TKT003900,C002652,2025-05-21,Account,17.42,1
TKT003901,C002654,2025-05-24,AppBug,6.4,0
TKT003902,C002655,2024-11-13,Account,47.45,1
TKT003903,C002655,2025-01-23,Billing,51.97,0
TKT003904,C002657,2025-12-18,Refund,1.62,1
TKT003905,C002659,2025-03-30,AppBug,25.5,1
TKT003906,C002659,2025-11-23,Billing,27.65,1
TKT003907,C002660,2025-11-17,AppBug,14.45,1
TKT003908,C002661,2025-09-13,Network,28.29,0
TKT003909,C002661,2025-09-18,Billing,49.66,0
TKT003910,C002662,2025-05-23,AppBug,19.68,0
TKT003911,C002662,2025-05-31,Network,12.29,1
TKT003912,C002662,2025-09-17,Network,20.73,1
TKT003913,C002663,2025-10-19,Refund,72.38,1
TKT003914,C002663,2025-10-30,Billing,33.94,1
TKT003915,C002663,2025-09-27,Refund,67.79,1
TKT003916,C002663,2025-11-29,Refund,67.92,1
TKT003917,C002668,2024-12-26,Billing,74.0,0
TKT003918,C002668,2025-01-22,AppBug,25.56,0
TKT003919,C002668,2024-11-02,Billing,45.92,0
TKT003920,C002668,2024-12-25,AppBug,48.29,1
TKT003921,C002668,2024-12-13,AppBug,33.83,1
TKT003922,C002668,2024-12-31,Billing,66.18,0
TKT003923,C002669,2025-12-09,Billing,2.4,1
TKT003924,C002669,2025-11-15,Account,19.43,1
TKT003925,C002670,2024-11-04,Account,36.07,1
TKT003926,C002670,2024-12-18,Billing,32.82,0
TKT003927,C002671,2025-11-10,Refund,9.27,1
TKT003928,C002671,2025-11-06,Account,23.39,1
TKT003929,C002671,2025-12-28,Network,26.11,1
TKT003930,C002675,2025-09-09,AppBug,4.03,0
TKT003931,C002676,2024-09-30,AppBug,19.42,1
TKT003932,C002678,2024-12-18,AppBug,8.15,1
TKT003933,C002679,2025-10-04,Network,28.46,1
TKT003934,C002680,2025-12-25,AppBug,33.32,1
TKT003935,C002681,2025-07-18,Account,5.17,1
TKT003936,C002681,2025-06-27,AppBug,13.05,1
TKT003937,C002682,2025-06-07,Network,32.32,1
TKT003938,C002682,2025-08-31,Network,34.09,1
TKT003939,C002683,2025-09-27,Account,5.99,1
TKT003940,C002683,2025-02-03,Billing,39.89,1
TKT003941,C002685,2025-07-23,Billing,30.44,1
TKT003942,C002685,2024-12-28,AppBug,5.11,0
TKT003943,C002686,2025-07-30,Billing,66.21,1
TKT003944,C002687,2025-04-10,Network,6.0,1
TKT003945,C002687,2025-01-26,AppBug,17.17,1
TKT003946,C002687,2025-04-01,Refund,35.07,1
TKT003947,C002688,2025-01-15,Account,25.52,1
TKT003948,C002689,2025-06-29,Account,9.53,1
TKT003949,C002689,2025-08-22,Account,8.16,1
TKT003950,C002691,2025-07-10,Refund,25.47,1
TKT003951,C002691,2025-07-07,Refund,62.74,0
TKT003952,C002692,2024-10-22,Refund,21.45,1
TKT003953,C002696,2025-10-22,Network,17.02,1
TKT003954,C002697,2025-07-29,Billing,34.08,1
TKT003955,C002697,2025-09-03,AppBug,28.69,1
TKT003956,C002697,2025-08-09,Refund,70.63,1
TKT003957,C002697,2025-09-05,Network,67.38,1
TKT003958,C002697,2025-08-08,Billing,72.35,1
TKT003959,C002697,2025-09-01,Account,47.94,1
TKT003960,C002698,2025-07-27,Account,26.96,1
TKT003961,C002700,2025-03-02,Billing,37.29,0
TKT003962,C002700,2025-02-22,Refund,19.42,1
TKT003963,C002702,2025-09-29,Refund,14.75,1
TKT003964,C002703,2025-07-24,Billing,64.29,1
TKT003965,C002703,2025-04-01,Refund,43.06,0
TKT003966,C002703,2025-06-23,Billing,70.7,1
TKT003967,C002704,2024-12-29,Billing,56.52,1
TKT003968,C002705,2025-05-23,Account,15.99,1
TKT003969,C002706,2025-09-19,Billing,15.79,1
TKT003970,C002708,2025-03-25,AppBug,36.91,1
TKT003971,C002708,2025-01-23,Billing,68.1,1
TKT003972,C002708,2025-02-08,Refund,28.15,1
TKT003973,C002711,2024-10-25,Refund,9.25,1
TKT003974,C002711,2025-04-02,Account,10.71,1
TKT003975,C002714,2025-11-01,Refund,27.21,1
TKT003976,C002714,2025-12-09,Network,26.3,1
TKT003977,C002715,2025-10-19,Network,36.54,0
TKT003978,C002715,2025-05-13,Billing,20.39,1
TKT003979,C002715,2025-06-13,Billing,3.17,1
TKT003980,C002715,2025-01-15,Account,14.99,0
TKT003981,C002716,2025-12-18,Billing,25.15,1
TKT003982,C002716,2025-08-02,Network,16.88,1
TKT003983,C002717,2025-04-25,Network,6.73,1
TKT003984,C002718,2025-11-02,Network,25.59,1
TKT003985,C002719,2025-07-02,AppBug,22.18,1
TKT003986,C002720,2025-06-08,Refund,67.56,1
TKT003987,C002720,2025-06-12,AppBug,38.86,0
TKT003988,C002720,2025-07-30,Billing,35.11,0
TKT003989,C002720,2025-05-31,Billing,41.46,1
TKT003990,C002721,2025-04-03,Network,52.87,1
TKT003991,C002721,2025-03-28,Network,58.29,1
TKT003992,C002721,2025-04-21,Account,57.26,1
TKT003993,C002721,2025-05-02,Billing,79.26,1
TKT003994,C002722,2025-09-23,AppBug,35.47,0
TKT003995,C002722,2025-11-14,AppBug,36.73,1
TKT003996,C002722,2025-10-24,Account,65.52,0
TKT003997,C002723,2025-12-31,Account,35.01,1
TKT003998,C002723,2025-06-14,AppBug,5.26,1
TKT003999,C002724,2025-07-30,Billing,20.03,1
TKT004000,C002725,2025-04-07,Refund,38.02,1
