customer_id,segment_id,segment_name
C002110,0,High Value Engaged
C002111,0,High Value Engaged
C002112,0,High Value Engaged
C002113,2,Low Engagement
C002114,0,High Value Engaged
C002115,0,High Value Engaged
C002116,2,Low Engagement
C002117,0,High Value Engaged
C002118,0,High Value Engaged
C002119,0,High Value Engaged
C002120,0,High Value Engaged
C002121,3,Price Sensitive
C002122,1,At Risk
C002123,0,High Value Engaged
C002124,0,High Value Engaged
C002125,2,Low Engagement
C002126,0,High Value Engaged
C002127,0,High Value Engaged
C002128,0,High Value Engaged
C002129,1,At Risk
C002130,0,High Value Engaged
C002131,0,High Value Engaged
C002132,0,High Value Engaged
C002133,0,High Value Engaged
C002134,1,At Risk
C002135,0,High Value Engaged
C002136,0,High Value Engaged
C002137,0,High Value Engaged
C002138,1,At Risk
C002139,0,High Value Engaged
C002140,2,Low Engagement
C002141,1,At Risk
C002142,0,High Value Engaged
C002143,3,Price Sensitive
C002144,1,At Risk
C002145,1,At Risk
C002146,0,High Value Engaged
C002147,0,High Value Engaged
C002148,0,High Value Engaged
C002149,0,High Value Engaged
C002150,0,High Value Engaged
C002151,0,High Value Engaged
C002152,1,At Risk
C002153,1,At Risk
C002154,0,High Value Engaged
C002155,0,High Value Engaged
C002156,0,High Value Engaged
C002157,0,High Value Engaged
C002158,0,High Value Engaged
C002159,3,Price Sensitive
C002160,0,High Value Engaged
C002161,0,High Value Engaged
C002162,0,High Value Engaged
C002163,1,At Risk
C002164,0,High Value Engaged
C002165,0,High Value Engaged
C002166,0,High Value Engaged
C002167,0,High Value Engaged
C002168,0,High Value Engaged
C002169,3,Price Sensitive
C002170,0,High Value Engaged
C002171,0,High Value Engaged
C002172,1,At Risk
C002173,1,At Risk
C002174,0,High Value Engaged
C002175,0,High Value Engaged
C002176,0,High Value Engaged
C002177,0,High Value Engaged
C002178,0,High Value Engaged
C002179,1,At Risk
C002180,0,High Value Engaged
C002181,2,Low Engagement
C002182,1,At Risk
C002183,2,Low Engagement
C002184,1,At Risk
C002185,2,Low Engagement
C002186,0,High Value Engaged
C002187,0,High Value Engaged
C002188,1,At Risk
C002189,0,High Value Engaged
C002190,2,Low Engagement
C002191,0,High Value Engaged
C002192,0,High Value Engaged
C002193,2,Low Engagement
C002194,0,High Value Engaged
C002195,0,High Value Engaged
C002196,0,High Value Engaged
C002197,1,At Risk
C002198,1,At Risk
C002199,0,High Value Engaged
C002200,0,High Value Engaged
C002201,0,High Value Engaged
C002202,0,High Value Engaged
C002203,0,High Value Engaged
C002204,3,Price Sensitive
C002205,1,At Risk
C002206,0,High Value Engaged
C002207,0,High Value Engaged
C002208,0,High Value Engaged
C002209,1,At Risk
C002210,0,High Value Engaged
C002211,0,High Value Engaged
C002212,0,High Value Engaged
C002213,0,High Value Engaged
C002214,2,Low Engagement
C002215,1,At Risk
C002216,0,High Value Engaged
C002217,1,At Risk
C002218,1,At Risk
C002219,1,At Risk
C002220,0,High Value Engaged
C002221,0,High Value Engaged
C002222,2,Low Engagement
C002223,1,At Risk
C002224,1,At Risk
C002225,0,High Value Engaged
C002226,2,Low Engagement
C002227,0,High Value Engaged
C002228,2,Low Engagement
C002229,1,At Risk
C002230,1,At Risk
C002231,0,High Value Engaged
C002232,0,High Value Engaged
C002233,1,At Risk
C002234,0,High Value Engaged
C002235,0,High Value Engaged
C002236,0,High Value Engaged
C002237,0,High Value Engaged
C002238,3,Price Sensitive
C002239,0,High Value Engaged
C002240,0,High Value Engaged
C002241,0,High Value Engaged
C002242,0,High Value Engaged
C002243,0,High Value Engaged
C002244,0,High Value Engaged
C002245,0,High Value Engaged
C002246,0,High Value Engaged
C002247,1,At Risk
C002248,1,At Risk
C002249,1,At Risk
C002250,1,At Risk
C002251,0,High Value Engaged
C002252,1,At Risk
C002253,1,At Risk
C002254,0,High Value Engaged
C002255,1,At Risk
C002256,1,At Risk
C002257,2,Low Engagement
C002258,1,At Risk
C002259,0,High Value Engaged
C002260,0,High Value Engaged
C002261,0,High Value Engaged
C002262,2,Low Engagement
C002263,0,High Value Engaged
C002264,2,Low Engagement
C002265,0,High Value Engaged
C002266,1,At Risk
C002267,0,High Value Engaged
C002268,0,High Value Engaged
C002269,2,Low Engagement
C002270,0,High Value Engaged
C002271,0,High Value Engaged
C002272,0,High Value Engaged
C002273,2,Low Engagement
C002274,2,Low Engagement
C002275,0,High Value Engaged
C002276,0,High Value Engaged
C002277,1,At Risk
C002278,0,High Value Engaged
C002279,0,High Value Engaged
C002280,2,Low Engagement
C002281,0,High Value Engaged
C002282,1,At Risk
C002283,0,High Value Engaged
C002284,0,High Value Engaged
C002285,0,High Value Engaged
C002286,0,High Value Engaged
C002287,3,Price Sensitive
C002288,2,Low Engagement
C002289,0,High Value Engaged
C002290,0,High Value Engaged
C002291,0,High Value Engaged
C002292,0,High Value Engaged
C002293,0,High Value Engaged
C002294,0,High Value Engaged
C002295,0,High Value Engaged
C002296,0,High Value Engaged
C002297,0,High Value Engaged
C002298,1,At Risk
C002299,1,At Risk
C002300,0,High Value Engaged
C002301,0,High Value Engaged
C002302,0,High Value Engaged
C002303,2,Low Engagement
C002304,0,High Value Engaged
C002305,3,Price Sensitive
C002306,0,High Value Engaged
C002307,0,High Value Engaged
C002308,0,High Value Engaged
C002309,2,Low Engagement
C002310,2,Low Engagement
C002311,0,High Value Engaged
C002312,2,Low Engagement
C002313,1,At Risk
C002314,0,High Value Engaged
C002315,2,Low Engagement
C002316,0,High Value Engaged
C002317,0,High Value Engaged
C002318,0,High Value Engaged
C002319,0,High Value Engaged
C002320,1,At Risk
C002321,0,High Value Engaged
C002322,2,Low Engagement
C002323,0,High Value Engaged
C002324,1,At Risk
C002325,0,High Value Engaged
C002326,0,High Value Engaged
C002327,0,High Value Engaged
C002328,1,At Risk
C002329,1,At Risk
C002330,0,High Value Engaged
C002331,0,High Value Engaged
C002332,0,High Value Engaged
C002333,0,High Value Engaged
C002334,0,High Value Engaged
C002335,0,High Value Engaged
C002336,0,High Value Engaged
C002337,2,Low Engagement
C002338,0,High Value Engaged
C002339,0,High Value Engaged
C002340,0,High Value Engaged
C002341,2,Low Engagement
C002342,1,At Risk
C002343,0,High Value Engaged
C002344,0,High Value Engaged
C002345,1,At Risk
C002346,0,High Value Engaged
C002347,1,At Risk
C002348,0,High Value Engaged
C002349,1,At Risk
C002350,0,High Value Engaged
C002351,0,High Value Engaged
C002352,0,High Value Engaged
C002353,1,At Risk
C002354,0,High Value Engaged
C002355,1,At Risk
C002356,1,At Risk
C002357,0,High Value Engaged
C002358,0,High Value Engaged
C002359,1,At Risk
C002360,1,At Risk
C002361,0,High Value Engaged
C002362,3,Price Sensitive
C002363,2,Low Engagement
C002364,0,High Value Engaged
C002365,2,Low Engagement
C002366,0,High Value Engaged
C002367,0,High Value Engaged
C002368,0,High Value Engaged
C002369,0,High Value Engaged
C002370,0,High Value Engaged
C002371,0,High Value Engaged
C002372,1,At Risk
C002373,0,High Value Engaged
C002374,0,High Value Engaged
C002375,2,Low Engagement
C002376,0,High Value Engaged
C002377,0,High Value Engaged
C002378,1,At Risk
C002379,0,High Value Engaged
C002380,1,At Risk
C002381,0,High Value Engaged
C002382,0,High Value Engaged
C002383,0,High Value Engaged
C002384,0,High Value Engaged
C002385,0,High Value Engaged
C002386,0,High Value Engaged
C002387,0,High Value Engaged
C002388,0,High Value Engaged
C002389,0,High Value Engaged
C002390,0,High Value Engaged
C002391,0,High Value Engaged
C002392,2,Low Engagement
C002393,0,High Value Engaged
C002394,1,At Risk
C002395,1,At Risk
C002396,0,High Value Engaged
C002397,0,High Value Engaged
C002398,1,At Risk
C002399,0,High Value Engaged
C002400,0,High Value Engaged
C002401,0,High Value Engaged
C002402,1,At Risk
C002403,0,High Value Engaged
C002404,0,High Value Engaged
C002405,2,Low Engagement
C002406,0,High Value Engaged
C002407,2,Low Engagement
C002408,1,At Risk
C002409,0,High Value Engaged
C002410,0,High Value Engaged
C002411,0,High Value Engaged
C002412,0,High Value Engaged
C002413,1,At Risk
C002414,0,High Value Engaged
C002415,0,High Value Engaged
C002416,0,High Value Engaged
C002417,1,At Risk
C002418,1,At Risk
C002419,2,Low Engagement
C002420,0,High Value Engaged
C002421,0,High Value Engaged
C002422,0,High Value Engaged
C002423,0,High Value Engaged
C002424,0,High Value Engaged
C002425,1,At Risk
C002426,0,High Value Engaged
C002427,0,High Value Engaged
C002428,0,High Value Engaged
C002429,0,High Value Engaged
C002430,1,At Risk
C002431,0,High Value Engaged
C002432,0,High Value Engaged
C002433,0,High Value Engaged
C002434,0,High Value Engaged
C002435,0,High Value Engaged
C002436,2,Low Engagement
C002437,1,At Risk
C002438,1,At Risk
C002439,1,At Risk
C002440,2,Low Engagement
C002441,0,High Value Engaged
C002442,2,Low Engagement
C002443,2,Low Engagement
C002444,0,High Value Engaged
C002445,2,Low Engagement
C002446,1,At Risk
C002447,0,High Value Engaged
C002448,1,At Risk
C002449,1,At Risk
C002450,0,High Value Engaged
C002451,0,High Value Engaged
C002452,0,High Value Engaged
C002453,2,Low Engagement
C002454,1,At Risk
C002455,0,High Value Engaged
C002456,1,At Risk
C002457,0,High Value Engaged
C002458,0,High Value Engaged
C002459,0,High Value Engaged
C002460,1,At Risk
C002461,0,High Value Engaged
C002462,0,High Value Engaged
C002463,0,High Value Engaged
C002464,0,High Value Engaged
C002465,0,High Value Engaged
C002466,1,At Risk
C002467,0,High Value Engaged
C002468,0,High Value Engaged
C002469,0,High Value Engaged
C002470,0,High Value Engaged
C002471,0,High Value Engaged
C002472,2,Low Engagement
C002473,0,High Value Engaged
C002474,0,High Value Engaged
C002475,0,High Value Engaged
C002476,0,High Value Engaged
C002477,0,High Value Engaged
C002478,0,High Value Engaged
C002479,2,Low Engagement
C002480,1,At Risk
C002481,0,High Value Engaged
C002482,0,High Value Engaged
C002483,0,High Value Engaged
C002484,0,High Value Engaged
C002485,0,High Value Engaged
C002486,1,At Risk
C002487,0,High Value Engaged
C002488,2,Low Engagement
C002489,0,High Value Engaged
C002490,0,High Value Engaged
C002491,2,Low Engagement
C002492,0,High Value Engaged
C002493,1,At Risk
C002494,0,High Value Engaged
C002495,0,High Value Engaged
C002496,2,Low Engagement
C002497,0,High Value Engaged
C002498,0,High Value Engaged
C002499,0,High Value Engaged
C002500,3,Price Sensitive
C002501,0,High Value Engaged
C002502,2,Low Engagement
C002503,0,High Value Engaged
C002504,0,High Value Engaged
C002505,0,High Value Engaged
C002506,0,High Value Engaged
C002507,2,Low Engagement
C002508,0,High Value Engaged
C002509,0,High Value Engaged
C002510,0,High Value Engaged
C002511,0,High Value Engaged
C002512,0,High Value Engaged
C002513,0,High Value Engaged
C002514,3,Price Sensitive
C002515,1,At Risk
C002516,1,At Risk
C002517,0,High Value Engaged
C002518,1,At Risk
C002519,0,High Value Engaged
C002520,0,High Value Engaged
C002521,1,At Risk
C002522,0,High Value Engaged
C002523,0,High Value Engaged
C002524,0,High Value Engaged
C002525,2,Low Engagement
C002526,1,At Risk
C002527,0,High Value Engaged
C002528,1,At Risk
C002529,1,At Risk
C002530,0,High Value Engaged
C002531,0,High Value Engaged
C002532,2,Low Engagement
C002533,2,Low Engagement
C002534,0,High Value Engaged
C002535,1,At Risk
C002536,0,High Value Engaged
C002537,1,At Risk
C002538,1,At Risk
C002539,0,High Value Engaged
C002540,0,High Value Engaged
C002541,0,High Value Engaged
C002542,2,Low Engagement
C002543,0,High Value Engaged
C002544,0,High Value Engaged
C002545,1,At Risk
C002546,0,High Value Engaged
C002547,0,High Value Engaged
C002548,1,At Risk
C002549,0,High Value Engaged
C002550,0,High Value Engaged
C002551,0,High Value Engaged
C002552,0,High Value Engaged
C002553,1,At Risk
C002554,0,High Value Engaged
C002555,1,At Risk
C002556,0,High Value Engaged
C002557,0,High Value Engaged
C002558,1,At Risk
C002559,0,High Value Engaged
C002560,0,High Value Engaged
C002561,0,High Value Engaged
C002562,0,High Value Engaged
C002563,1,At Risk
C002564,0,High Value Engaged
C002565,0,High Value Engaged
C002566,0,High Value Engaged
C002567,1,At Risk
C002568,0,High Value Engaged
C002569,0,High Value Engaged
C002570,0,High Value Engaged
C002571,0,High Value Engaged
C002572,1,At Risk
C002573,0,High Value Engaged
C002574,1,At Risk
C002575,1,At Risk
C002576,0,High Value Engaged
C002577,1,At Risk
C002578,0,High Value Engaged
C002579,1,At Risk
C002580,1,At Risk
C002581,0,High Value Engaged
C002582,0,High Value Engaged
C002583,2,Low Engagement
C002584,0,High Value Engaged
C002585,0,High Value Engaged
C002586,2,Low Engagement
C002587,1,At Risk
C002588,0,High Value Engaged
C002589,0,High Value Engaged
C002590,0,High Value Engaged
C002591,0,High Value Engaged
C002592,0,High Value Engaged
C002593,0,High Value Engaged
C002594,0,High Value Engaged
C002595,0,High Value Engaged
C002596,0,High Value Engaged
C002597,0,High Value Engaged
C002598,0,High Value Engaged
C002599,0,High Value Engaged
C002600,0,High Value Engaged
C002601,0,High Value Engaged
C002602,0,High Value Engaged
C002603,1,At Risk
C002604,0,High Value Engaged
C002605,1,At Risk
C002606,0,High Value Engaged
C002607,2,Low Engagement
C002608,0,High Value Engaged
C002609,0,High Value Engaged
C002610,1,At Risk
C002611,1,At Risk
C002612,0,High Value Engaged
C002613,0,High Value Engaged
C002614,0,High Value Engaged
C002615,0,High Value Engaged
C002616,0,High Value Engaged
C002617,1,At Risk
C002618,0,High Value Engaged
C002619,2,Low Engagement
C002620,0,High Value Engaged
C002621,1,At Risk
C002622,3,Price Sensitive
C002623,2,Low Engagement
C002624,0,High Value Engaged
C002625,0,High Value Engaged
C002626,0,High Value Engaged
C002627,0,High Value Engaged
C002628,0,High Value Engaged
C002629,0,High Value Engaged
C002630,0,High Value Engaged
C002631,0,High Value Engaged
C002632,0,High Value Engaged
C002633,0,High Value Engaged
C002634,2,Low Engagement
C002635,0,High Value Engaged
C002636,3,Price Sensitive
C002637,0,High Value Engaged
C002638,0,High Value Engaged
C002639,0,High Value Engaged
C002640,0,High Value Engaged
C002641,0,High Value Engaged
C002642,1,At Risk
C002643,0,High Value Engaged
C002644,0,High Value Engaged
C002645,1,At Risk
C002646,0,High Value Engaged
C002647,0,High Value Engaged
C002648,2,Low Engagement
C002649,0,High Value Engaged
C002650,0,High Value Engaged
C002651,0,High Value Engaged
C002652,0,High Value Engaged
C002653,0,High Value Engaged
C002654,0,High Value Engaged
C002655,1,At Risk
C002656,1,At Risk
C002657,2,Low Engagement
C002658,0,High Value Engaged
C002659,0,High Value Engaged
C002660,0,High Value Engaged
C002661,1,At Risk
C002662,0,High Value Engaged
C002663,1,At Risk
C002664,0,High Value Engaged
C002665,0,High Value Engaged
C002666,3,Price Sensitive
C002667,3,Price Sensitive
C002668,1,At Risk
C002669,2,Low Engagement
C002670,1,At Risk
C002671,2,Low Engagement
C002672,0,High Value Engaged
C002673,0,High Value Engaged
C002674,0,High Value Engaged
C002675,0,High Value Engaged
C002676,0,High Value Engaged
C002677,0,High Value Engaged
C002678,0,High Value Engaged
C002679,0,High Value Engaged
C002680,2,Low Engagement
C002681,0,High Value Engaged
C002682,0,High Value Engaged
C002683,0,High Value Engaged
C002684,0,High Value Engaged
C002685,0,High Value Engaged
C002686,1,At Risk
C002687,3,Price Sensitive
C002688,0,High Value Engaged
C002689,0,High Value Engaged
C002690,0,High Value Engaged
C002691,1,At Risk
C002692,0,High Value Engaged
C002693,0,High Value Engaged
C002694,0,High Value Engaged
C002695,0,High Value Engaged
C002696,0,High Value Engaged
C002697,1,At Risk
C002698,0,High Value Engaged
C002699,1,At Risk
C002700,0,High Value Engaged
C002701,0,High Value Engaged
C002702,0,High Value Engaged
C002703,1,At Risk
C002704,1,At Risk
C002705,0,High Value Engaged
C002706,0,High Value Engaged
C002707,0,High Value Engaged
C002708,1,At Risk
C002709,0,High Value Engaged
C002710,0,High Value Engaged
C002711,0,High Value Engaged
C002712,0,High Value Engaged
C002713,0,High Value Engaged
C002714,2,Low Engagement
C002715,0,High Value Engaged
C002716,2,Low Engagement
C002717,0,High Value Engaged
C002718,0,High Value Engaged
C002719,0,High Value Engaged
C002720,1,At Risk
C002721,1,At Risk
C002722,1,At Risk
C002723,3,Price Sensitive
C002724,0,High Value Engaged
C002725,3,Price Sensitive
C002726,0,High Value Engaged
C002727,0,High Value Engaged
C002728,2,Low Engagement
C002729,1,At Risk
C002730,0,High Value Engaged
C002731,1,At Risk
C002732,0,High Value Engaged
C002733,0,High Value Engaged
C002734,2,Low Engagement
C002735,2,Low Engagement
C002736,0,High Value Engaged
C002737,1,At Risk
C002738,0,High Value Engaged
C002739,0,High Value Engaged
C002740,2,Low Engagement
C002741,0,High Value Engaged
C002742,0,High Value Engaged
C002743,0,High Value Engaged
C002744,0,High Value Engaged
C002745,0,High Value Engaged
C002746,0,High Value Engaged
C002747,2,Low Engagement
C002748,0,High Value Engaged
C002749,1,At Risk
C002750,0,High Value Engaged
C002751,3,Price Sensitive
C002752,0,High Value Engaged
C002753,3,Price Sensitive
C002754,0,High Value Engaged
C002755,1,At Risk
C002756,0,High Value Engaged
C002757,0,High Value Engaged
C002758,1,At Risk
C002759,1,At Risk
C002760,1,At Risk
C002761,0,High Value Engaged
C002762,0,High Value Engaged
C002763,1,At Risk
C002764,1,At Risk
C002765,0,High Value Engaged
C002766,1,At Risk
C002767,2,Low Engagement
C002768,1,At Risk
C002769,2,Low Engagement
C002770,0,High Value Engaged
C002771,1,At Risk
C002772,1,At Risk
C002773,1,At Risk
C002774,2,Low Engagement
C002775,0,High Value Engaged
C002776,2,Low Engagement
C002777,1,At Risk
C002778,0,High Value Engaged
C002779,0,High Value Engaged
C002780,0,High Value Engaged
C002781,1,At Risk
C002782,0,High Value Engaged
C002783,1,At Risk
C002784,0,High Value Engaged
C002785,0,High Value Engaged
C002786,0,High Value Engaged
C002787,0,High Value Engaged
C002788,0,High Value Engaged
C002789,0,High Value Engaged
C002790,0,High Value Engaged
C002791,1,At Risk
C002792,0,High Value Engaged
C002793,0,High Value Engaged
C002794,1,At Risk
C002795,1,At Risk
C002796,3,Price Sensitive
C002797,0,High Value Engaged
C002798,0,High Value Engaged
C002799,0,High Value Engaged
C002800,0,High Value Engaged
C002801,1,At Risk
C002802,0,High Value Engaged
C002803,0,High Value Engaged
C002804,0,High Value Engaged
C002805,1,At Risk
C002806,0,High Value Engaged
C002807,1,At Risk
C002808,0,High Value Engaged
C002809,0,High Value Engaged
C002810,0,High Value Engaged
C002811,0,High Value Engaged
C002812,0,High Value Engaged
C002813,1,At Risk
C002814,0,High Value Engaged
C002815,0,High Value Engaged
C002816,2,Low Engagement
C002817,0,High Value Engaged
C002818,0,High Value Engaged
C002819,0,High Value Engaged
C002820,0,High Value Engaged
C002821,0,High Value Engaged
C002822,2,Low Engagement
C002823,1,At Risk
C002824,1,At Risk
C002825,0,High Value Engaged
C002826,0,High Value Engaged
C002827,0,High Value Engaged
C002828,0,High Value Engaged
C002829,0,High Value Engaged
C002830,0,High Value Engaged
C002831,2,Low Engagement
C002832,1,At Risk
C002833,0,High Value Engaged
C002834,1,At Risk
C002835,0,High Value Engaged
C002836,0,High Value Engaged
C002837,0,High Value Engaged
C002838,3,Price Sensitive
C002839,0,High Value Engaged
C002840,0,High Value Engaged
C002841,1,At Risk
C002842,2,Low Engagement
C002843,0,High Value Engaged
C002844,2,Low Engagement
C002845,0,High Value Engaged
C002846,0,High Value Engaged
C002847,1,At Risk
C002848,0,High Value Engaged
C002849,0,High Value Engaged
C002850,0,High Value Engaged
C002851,2,Low Engagement
C002852,0,High Value Engaged
C002853,0,High Value Engaged
C002854,1,At Risk
C002855,2,Low Engagement
C002856,1,At Risk
C002857,1,At Risk
C002858,0,High Value Engaged
C002859,1,At Risk
C002860,0,High Value Engaged
C002861,0,High Value Engaged
C002862,2,Low Engagement
C002863,0,High Value Engaged
C002864,1,At Risk
C002865,0,High Value Engaged
C002866,0,High Value Engaged
C002867,2,Low Engagement
C002868,0,High Value Engaged
C002869,1,At Risk
C002870,0,High Value Engaged
C002871,2,Low Engagement
C002872,0,High Value Engaged
C002873,0,High Value Engaged
C002874,0,High Value Engaged
C002875,0,High Value Engaged
C002876,0,High Value Engaged
C002877,2,Low Engagement
C002878,2,Low Engagement
C002879,2,Low Engagement
C002880,1,At Risk
C002881,0,High Value Engaged
C002882,1,At Risk
C002883,0,High Value Engaged
C002884,0,High Value Engaged
C002885,0,High Value Engaged
C002886,1,At Risk
C002887,1,At Risk
C002888,0,High Value Engaged
C002889,0,High Value Engaged
C002890,0,High Value Engaged
C002891,2,Low Engagement
C002892,1,At Risk
C002893,0,High Value Engaged
C002894,0,High Value Engaged
C002895,0,High Value Engaged
C002896,0,High Value Engaged
C002897,1,At Risk
C002898,0,High Value Engaged
C002899,1,At Risk
C002900,0,High Value Engaged
C002901,0,High Value Engaged
C002902,0,High Value Engaged
C002903,0,High Value Engaged
C002904,0,High Value Engaged
C002905,0,High Value Engaged
C002906,0,High Value Engaged
C002907,0,High Value Engaged
C002908,1,At Risk
C002909,0,High Value Engaged
C002910,0,High Value Engaged
C002911,0,High Value Engaged
C002912,0,High Value Engaged
C002913,1,At Risk
C002914,2,Low Engagement
C002915,1,At Risk
C002916,0,High Value Engaged
C002917,0,High Value Engaged
C002918,0,High Value Engaged
C002919,0,High Value Engaged
C002920,3,Price Sensitive
C002921,0,High Value Engaged
C002922,0,High Value Engaged
C002923,0,High Value Engaged
C002924,0,High Value Engaged
C002925,1,At Risk
C002926,3,Price Sensitive
C002927,0,High Value Engaged
C002928,1,At Risk
C002929,2,Low Engagement
C002930,0,High Value Engaged
C002931,0,High Value Engaged
C002932,0,High Value Engaged
C002933,0,High Value Engaged
C002934,0,High Value Engaged
C002935,0,High Value Engaged
C002936,2,Low Engagement
C002937,0,High Value Engaged
C002938,2,Low Engagement
C002939,1,At Risk
C002940,0,High Value Engaged
C002941,0,High Value Engaged
C002942,0,High Value Engaged
C002943,1,At Risk
C002944,0,High Value Engaged
C002945,0,High Value Engaged
C002946,1,At Risk
C002947,2,Low Engagement
C002948,0,High Value Engaged
C002949,3,Price Sensitive
C002950,0,High Value Engaged
C002951,1,At Risk
C002952,1,At Risk
C002953,0,High Value Engaged
C002954,0,High Value Engaged
C002955,0,High Value Engaged
C002956,1,At Risk
C002957,0,High Value Engaged
C002958,1,At Risk
C002959,0,High Value Engaged
C002960,1,At Risk
C002961,0,High Value Engaged
C002962,0,High Value Engaged
C002963,0,High Value Engaged
C002964,0,High Value Engaged
C002965,0,High Value Engaged
C002966,0,High Value Engaged
C002967,2,Low Engagement
C002968,0,High Value Engaged
C002969,0,High Value Engaged
C002970,0,High Value Engaged
C002971,0,High Value Engaged
C002972,0,High Value Engaged
C002973,1,At Risk
C002974,0,High Value Engaged
C002975,0,High Value Engaged
C002976,0,High Value Engaged
C002977,0,High Value Engaged
C002978,0,High Value Engaged
C002979,0,High Value Engaged
C002980,0,High Value Engaged
C002981,1,At Risk
C002982,0,High Value Engaged
C002983,2,Low Engagement
C002984,0,High Value Engaged
C002985,0,High Value Engaged
C002986,0,High Value Engaged
C002987,1,At Risk
C002988,2,Low Engagement
C002989,0,High Value Engaged
C002990,0,High Value Engaged
C002991,1,At Risk
C002992,0,High Value Engaged
C002993,0,High Value Engaged
C002994,0,High Value Engaged
C002995,1,At Risk
C002996,0,High Value Engaged
C002997,0,High Value Engaged
C002998,0,High Value Engaged
C002999,2,Low Engagement
C003000,0,High Value Engaged
C003001,0,High Value Engaged
C003002,1,At Risk
C003003,0,High Value Engaged
C003004,2,Low Engagement
C003005,0,High Value Engaged
C003006,0,High Value Engaged
C003007,0,High Value Engaged
C003008,1,At Risk
C003009,0,High Value Engaged
C003010,0,High Value Engaged
C003011,1,At Risk
C003012,0,High Value Engaged
C003013,1,At Risk
C003014,2,Low Engagement
C003015,1,At Risk
C003016,1,At Risk
C003017,0,High Value Engaged
C003018,0,High Value Engaged
C003019,1,At Risk
C003020,2,Low Engagement
C003021,0,High Value Engaged
C003022,0,High Value Engaged
C003023,0,High Value Engaged
C003024,0,High Value Engaged
C003025,0,High Value Engaged
C003026,0,High Value Engaged
C003027,0,High Value Engaged
C003028,2,Low Engagement
C003029,0,High Value Engaged
C003030,0,High Value Engaged
C003031,0,High Value Engaged
C003032,2,Low Engagement
C003033,0,High Value Engaged
C003034,0,High Value Engaged
C003035,2,Low Engagement
C003036,0,High Value Engaged
C003037,2,Low Engagement
C003038,0,High Value Engaged
C003039,0,High Value Engaged
C003040,0,High Value Engaged
C003041,0,High Value Engaged
C003042,0,High Value Engaged
C003043,0,High Value Engaged
C003044,1,At Risk
C003045,0,High Value Engaged
C003046,0,High Value Engaged
C003047,2,Low Engagement
C003048,1,At Risk
C003049,0,High Value Engaged
C003050,2,Low Engagement
C003051,1,At Risk
C003052,0,High Value Engaged
C003053,0,High Value Engaged
C003054,0,High Value Engaged
C003055,0,High Value Engaged
C003056,0,High Value Engaged
C003057,0,High Value Engaged
C003058,0,High Value Engaged
C003059,1,At Risk
C003060,1,At Risk
C003061,0,High Value Engaged
C003062,0,High Value Engaged
C003063,0,High Value Engaged
C003064,0,High Value Engaged
C003065,0,High Value Engaged
C003066,1,At Risk
C003067,2,Low Engagement
C003068,2,Low Engagement
C003069,0,High Value Engaged
C003070,0,High Value Engaged
C003071,0,High Value Engaged
C003072,0,High Value Engaged
C003073,0,High Value Engaged
C003074,1,At Risk
C003075,0,High Value Engaged
C003076,0,High Value Engaged
C003077,0,High Value Engaged
C003078,1,At Risk
C003079,0,High Value Engaged
C003080,0,High Value Engaged
C003081,0,High Value Engaged
C003082,0,High Value Engaged
C003083,1,At Risk
C003084,0,High Value Engaged
C003085,0,High Value Engaged
C003086,0,High Value Engaged
C003087,0,High Value Engaged
C003088,0,High Value Engaged
C003089,0,High Value Engaged
C003090,1,At Risk
C003091,1,At Risk
C003092,0,High Value Engaged
C003093,2,Low Engagement
C003094,0,High Value Engaged
C003095,0,High Value Engaged
C003096,0,High Value Engaged
C003097,1,At Risk
C003098,0,High Value Engaged
C003099,1,At Risk
C003100,0,High Value Engaged
C003101,1,At Risk
C003102,0,High Value Engaged
C003103,0,High Value Engaged
C003104,1,At Risk
C003105,1,At Risk
C003106,0,High Value Engaged
C003107,0,High Value Engaged
C003108,0,High Value Engaged
C003109,1,At Risk
C003110,0,High Value Engaged
C003111,0,High Value Engaged
C003112,2,Low Engagement
C003113,0,High Value Engaged
C003114,0,High Value Engaged
C003115,0,High Value Engaged
C003116,0,High Value Engaged
C003117,0,High Value Engaged
C003118,0,High Value Engaged
C003119,0,High Value Engaged
C003120,0,High Value Engaged
C003121,2,Low Engagement
C003122,0,High Value Engaged
C003123,0,High Value Engaged
C003124,0,High Value Engaged
C003125,3,Price Sensitive
C003126,0,High Value Engaged
C003127,2,Low Engagement
C003128,1,At Risk
C003129,0,High Value Engaged
C003130,1,At Risk
C003131,1,At Risk
C003132,0,High Value Engaged
C003133,0,High Value Engaged
C003134,1,At Risk
C003135,0,High Value Engaged
C003136,0,High Value Engaged
C003137,2,Low Engagement
C003138,0,High Value Engaged
C003139,3,Price Sensitive
C003140,0,High Value Engaged
C003141,0,High Value Engaged
C003142,0,High Value Engaged
C003143,1,At Risk
C003144,3,Price Sensitive
C003145,0,High Value Engaged
C003146,0,High Value Engaged
C003147,0,High Value Engaged
C003148,2,Low Engagement
C003149,1,At Risk
C003150,0,High Value Engaged
C003151,0,High Value Engaged
C003152,0,High Value Engaged
C003153,0,High Value Engaged
C003154,1,At Risk
C003155,2,Low Engagement
C003156,0,High Value Engaged
C003157,1,At Risk
C003158,0,High Value Engaged
C003159,0,High Value Engaged
C003160,1,At Risk
C003161,2,Low Engagement
C003162,0,High Value Engaged
C003163,0,High Value Engaged
C003164,0,High Value Engaged
