customer_id,age,gender,location,device_type,acquisition_channel,plan_type,monthly_price,auto_renew,total_sessions_30d,avg_session_minutes_30d,total_crashes_30d,failed_payments_30d,total_amount_success_30d,support_tickets_30d,avg_resolution_time_30d,churn
C002934,40,Male,Delhi,Android,Organic,Standard,499,1,205,21.41,4,0,513.6,0,0.0,0
C002935,33,Other,Indore,iOS,Organic,Standard,499,1,194,28.82,2,0,476.01,0,0.0,0
C002936,41,Male,Ghaziabad,Android,Organic,Premium,999,0,175,20.22,4,0,994.85,2,21.84,0
C002937,26,Male,Thane,iOS,Organic,Premium,999,1,187,21.97,4,0,970.98,0,0.0,0
C002938,25,Male,Bangalore,Web,Partner,Basic,199,0,198,29.0,0,0,192.76,1,35.1,0
C002939,37,Female,Mumbai,Web,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C002940,31,Female,Thane,Android,Ads,Basic,199,1,208,20.51,3,0,192.68,0,0.0,0
C002941,31,Male,Ghaziabad,Web,Organic,Basic,199,1,216,28.0,4,0,204.12,0,0.0,0
C002942,47,Female,Delhi,Android,Organic,Basic,199,1,202,23.75,2,0,196.43,0,0.0,0
C002943,38,Female,Patna,Android,Organic,Standard,499,0,32,5.89,6,0,0.0,1,54.98,1
C002944,18,Male,Mumbai,iOS,Partner,Premium,999,0,170,22.58,0,0,1024.55,0,0.0,0
C002945,39,Female,Jaipur,Web,Referral,Premium,999,0,232,26.03,5,0,949.12,0,0.0,0
C002946,38,Female,Bangalore,Web,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C002947,43,Male,Delhi,Android,Partner,Standard,499,1,229,28.98,2,0,478.99,1,20.95,0
C002948,22,Male,Hyderabad,iOS,Partner,Basic,199,0,220,21.13,1,0,200.76,0,0.0,0
C002949,35,Male,Bhopal,iOS,Ads,Standard,499,1,231,27.23,3,1,0.0,0,0.0,0
C002950,33,Male,Mumbai,Android,Organic,Basic,199,1,256,33.14,5,0,202.75,0,0.0,0
C002951,22,Male,Jaipur,iOS,Organic,Basic,199,0,34,6.14,2,0,202.66,0,0.0,1
C002952,41,Female,Ahmedabad,Android,Organic,Basic,199,0,6,2.08,1,0,0.0,0,0.0,1
C002953,29,Female,Kolkata,Android,Organic,Standard,499,0,219,25.17,5,0,492.51,0,0.0,0
C002954,43,Male,Ghaziabad,iOS,Ads,Basic,199,1,209,22.53,6,0,191.44,0,0.0,0
C002955,24,Female,Patna,Android,Organic,Basic,199,1,227,23.61,0,0,208.37,0,0.0,0
C002956,18,Female,Bhopal,Android,Partner,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C002957,29,Female,Ahmedabad,Android,Referral,Basic,199,0,190,22.16,0,0,202.31,0,0.0,0
C002958,34,Male,Hyderabad,iOS,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C002959,26,Female,Bangalore,Android,Referral,Standard,499,1,211,25.03,1,0,489.69,0,0.0,0
C002960,18,Female,Thane,Android,Referral,Standard,499,0,2,0.55,1,0,0.0,1,34.95,1
C002961,35,Female,Kolkata,iOS,Organic,Standard,499,1,252,30.13,1,0,513.76,0,0.0,0
C002962,35,Male,Mumbai,Android,Referral,Basic,199,1,231,30.47,2,0,190.4,0,0.0,0
C002963,38,Male,Patna,Web,Organic,Premium,999,1,172,24.44,2,0,1047.3201,0,0.0,0
C002964,28,Female,Surat,Android,Organic,Basic,199,1,185,22.86,1,0,207.16,0,0.0,0
C002965,27,Male,Bangalore,Android,Ads,Basic,199,0,173,26.84,1,0,189.06,0,0.0,0
C002966,46,Female,Nagpur,Android,Ads,Basic,199,1,251,26.03,3,0,204.59,0,0.0,0
C002967,18,Female,Visakhapatnam,Android,Organic,Standard,499,0,236,27.03,5,0,504.06,1,20.88,0
C002968,29,Male,Patna,Web,Ads,Premium,999,1,201,23.68,2,0,984.03,0,0.0,0
C002969,33,Female,Indore,Android,Partner,Premium,999,1,215,28.59,0,0,984.91,0,0.0,0
C002970,38,Male,Pune,iOS,Referral,Premium,999,1,137,16.68,1,0,968.18,0,0.0,0
C002971,33,Male,Pune,Android,Referral,Standard,499,1,172,24.68,3,0,489.9,0,0.0,0
C002972,22,Female,Indore,iOS,Referral,Standard,499,1,222,25.92,2,0,485.09,0,0.0,0
C002973,43,Female,Thane,Web,Referral,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C002974,32,Male,Kanpur,Android,Organic,Basic,199,0,192,24.06,4,0,193.07,0,0.0,0
C002975,18,Female,Kanpur,iOS,Partner,Premium,999,1,148,17.84,5,0,1031.55,0,0.0,0
C002976,34,Male,Ahmedabad,Web,Referral,Basic,199,0,154,16.8,0,0,201.13,0,0.0,0
C002977,36,Male,Bhopal,iOS,Organic,Basic,199,1,184,19.74,4,0,208.88,0,0.0,0
C002978,51,Male,Jaipur,Android,Ads,Basic,199,0,226,26.9,2,0,192.94,0,0.0,0
C002979,36,Male,Delhi,Android,Ads,Premium,999,0,177,23.79,5,0,1009.83,0,0.0,0
C002980,18,Female,Indore,Android,Organic,Standard,499,1,180,25.73,3,0,491.21,0,0.0,0
C002981,18,Female,Bhopal,Web,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C002982,44,Female,Chennai,iOS,Organic,Standard,499,0,199,19.57,1,0,488.81,0,0.0,0
C002983,23,Female,Chennai,Web,Partner,Basic,199,1,225,29.84,1,0,205.22,1,23.15,0
C002984,18,Male,Ghaziabad,Android,Organic,Basic,199,1,182,20.26,3,0,205.3,0,0.0,0
C002985,42,Male,Patna,Android,Organic,Standard,499,1,173,19.83,1,0,494.44,0,0.0,0
C002986,27,Female,Patna,Android,Organic,Standard,499,0,222,28.94,6,0,486.87,0,0.0,0
C002987,41,Female,Chennai,Android,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C002988,22,Female,Surat,Android,Partner,Basic,199,1,204,23.04,2,0,208.69,1,13.48,0
C002989,46,Male,Nagpur,Android,Ads,Standard,499,1,188,19.65,1,0,505.77,0,0.0,0
C002990,40,Male,Bangalore,iOS,Organic,Premium,999,1,234,23.99,3,0,1007.53,0,0.0,0
C002991,24,Male,Visakhapatnam,Android,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C002992,18,Male,Patna,Android,Referral,Standard,499,1,129,18.9,2,0,523.23,0,0.0,0
C002993,55,Male,Indore,Web,Referral,Standard,499,1,173,24.34,3,0,523.35,0,0.0,0
C002994,29,Female,Kanpur,Web,Referral,Basic,199,1,186,26.2,3,0,201.79,0,0.0,0
C002995,24,Male,Indore,Android,Organic,Standard,499,0,3,1.45,8,0,0.0,0,0.0,1
C002996,45,Female,Patna,Web,Organic,Basic,199,1,202,25.23,2,0,207.42,0,0.0,0
C002997,41,Female,Ghaziabad,Android,Organic,Premium,999,1,191,22.1,2,0,1047.3201,0,0.0,0
C002998,43,Male,Delhi,Android,Partner,Premium,999,1,180,22.45,3,0,982.08,0,0.0,0
C002999,31,Female,Pune,Web,Ads,Premium,999,0,205,21.6,0,0,1047.3201,1,34.68,0
C003000,50,Male,Thane,iOS,Referral,Basic,199,1,225,29.66,0,0,202.17,0,0.0,0
C003001,18,Female,Lucknow,Web,Partner,Premium,999,1,204,20.46,1,0,1031.31,0,0.0,0
C003002,26,Female,Thane,iOS,Partner,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003003,35,Female,Visakhapatnam,Android,Organic,Standard,499,0,191,21.65,1,0,515.42,0,0.0,0
C003004,43,Female,Surat,iOS,Organic,Basic,199,1,215,26.73,4,0,205.15,1,4.6,0
C003005,38,Male,Delhi,Android,Partner,Premium,999,1,233,31.48,4,0,981.74,0,0.0,0
C003006,31,Female,Patna,Android,Partner,Standard,499,1,167,21.01,1,0,509.1,0,0.0,0
C003007,27,Female,Hyderabad,Android,Ads,Basic,199,1,244,22.43,0,0,203.85,0,0.0,0
C003008,43,Female,Jaipur,Android,Partner,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003009,39,Female,Visakhapatnam,Web,Organic,Standard,499,1,190,20.71,4,0,516.7,0,0.0,0
C003010,23,Female,Visakhapatnam,Web,Organic,Basic,199,1,172,29.14,1,0,199.6,0,0.0,0
C003011,22,Female,Visakhapatnam,iOS,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003012,26,Male,Bhopal,Android,Referral,Basic,199,1,200,19.43,2,0,192.83,0,0.0,0
C003013,25,Male,Ghaziabad,iOS,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003014,42,Female,Ahmedabad,iOS,Ads,Standard,499,1,155,19.74,8,0,502.27,1,30.31,0
C003015,36,Female,Thane,Web,Organic,Standard,499,0,2,1.41,1,0,0.0,0,0.0,1
C003016,37,Other,Mumbai,Android,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003017,33,Male,Vadodara,Android,Partner,Basic,199,0,190,24.99,0,0,199.34,0,0.0,0
C003018,34,Male,Thane,Web,Organic,Basic,199,1,192,26.39,2,0,201.3,0,0.0,0
C003019,18,Female,Jaipur,Web,Referral,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003020,39,Female,Chennai,Android,Referral,Basic,199,1,248,32.99,2,0,199.32,1,30.16,0
C003021,26,Female,Bhopal,Android,Referral,Basic,199,1,214,24.33,5,0,192.97,0,0.0,0
C003022,31,Male,Nagpur,iOS,Partner,Basic,199,0,243,29.46,4,0,200.62,0,0.0,0
C003023,27,Male,Bhopal,iOS,Ads,Basic,199,1,226,26.27,4,0,192.28,0,0.0,0
C003024,33,Male,Surat,iOS,Referral,Premium,999,0,205,24.69,8,0,1002.27,0,0.0,0
C003025,37,Male,Nagpur,Android,Organic,Basic,199,1,232,32.36,0,0,208.0,0,0.0,0
C003026,21,Other,Kolkata,Android,Ads,Standard,499,0,169,21.18,2,0,1001.34,0,0.0,0
C003027,34,Male,Ghaziabad,Android,Ads,Standard,499,1,184,20.53,7,0,503.59,0,0.0,0
C003028,27,Male,Visakhapatnam,iOS,Organic,Premium,999,0,210,23.4,0,0,960.74,2,1.5,0
C003029,45,Male,Chennai,Android,Partner,Premium,999,0,204,24.23,1,0,955.88,0,0.0,0
C003030,20,Male,Visakhapatnam,Android,Referral,Standard,499,1,197,25.96,2,0,522.53,0,0.0,0
C003031,21,Female,Mumbai,Android,Organic,Standard,499,1,245,28.58,0,0,496.78,0,0.0,0
C003032,28,Male,Chennai,Android,Organic,Premium,999,1,182,27.62,2,0,1038.71,2,22.88,0
C003033,22,Male,Chennai,Android,Organic,Basic,199,1,203,23.47,4,0,200.83,0,0.0,0
C003034,29,Other,Pune,Android,Ads,Basic,199,0,219,25.94,0,0,198.35,0,0.0,0
C003035,26,Male,Bhopal,Web,Referral,Basic,199,1,178,25.46,1,0,190.79,1,33.21,0
C003036,32,Female,Patna,Android,Ads,Basic,199,1,218,26.77,3,0,196.56,0,0.0,0
C003037,42,Male,Kolkata,Android,Organic,Standard,499,1,224,32.09,3,0,474.05,1,26.39,0
C003038,32,Female,Delhi,Android,Organic,Premium,999,0,177,19.6,1,0,1027.69,0,0.0,0
C003039,33,Male,Nagpur,Web,Organic,Basic,199,0,199,25.12,0,0,196.09,0,0.0,0
C003040,21,Male,Lucknow,Android,Ads,Premium,999,1,253,27.04,3,0,1041.71,0,0.0,0
C003041,30,Female,Ghaziabad,Android,Organic,Basic,199,1,179,27.1,3,0,196.53,0,0.0,0
C003042,27,Male,Surat,Android,Organic,Standard,499,1,198,26.77,7,0,483.28,0,0.0,0
C003043,38,Female,Delhi,iOS,Organic,Basic,199,1,199,24.15,5,0,207.05,0,0.0,0
C003044,24,Male,Ahmedabad,iOS,Ads,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003045,23,Female,Vadodara,Android,Ads,Standard,499,1,196,30.35,3,0,518.38,0,0.0,0
C003046,35,Female,Ghaziabad,Android,Referral,Premium,999,0,185,28.72,0,0,1016.89,0,0.0,0
C003047,51,Male,Visakhapatnam,Android,Referral,Basic,199,1,167,18.49,6,0,199.62,2,28.08,0
C003048,30,Male,Bhopal,iOS,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003049,33,Female,Lucknow,iOS,Organic,Standard,499,1,142,14.79,2,0,511.71,0,0.0,0
C003050,41,Female,Chennai,Android,Organic,Standard,499,1,186,20.39,5,0,497.03,1,21.73,0
C003051,37,Male,Indore,iOS,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003052,37,Female,Vadodara,Android,Organic,Basic,199,1,202,26.67,0,0,203.62,0,0.0,0
C003053,31,Male,Hyderabad,iOS,Ads,Standard,499,1,193,24.43,2,0,517.4,0,0.0,0
C003054,31,Male,Ghaziabad,iOS,Organic,Standard,499,0,236,24.91,2,0,514.39,0,0.0,0
C003055,24,Female,Bhopal,Web,Organic,Basic,199,1,152,18.77,2,0,192.54,0,0.0,0
C003056,36,Female,Thane,Android,Organic,Standard,499,0,173,18.47,1,0,500.42,0,0.0,0
C003057,36,Female,Jaipur,Android,Referral,Basic,199,0,239,29.86,1,0,189.78,0,0.0,0
C003058,39,Male,Bangalore,Android,Organic,Standard,499,1,205,25.71,1,0,475.05,0,0.0,0
C003059,27,Male,Jaipur,Android,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003060,40,Female,Patna,Android,Organic,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003061,43,Male,Hyderabad,Android,Referral,Standard,499,1,219,23.91,3,0,487.81,0,0.0,0
C003062,19,Male,Vadodara,Android,Referral,Standard,499,1,246,24.26,2,0,522.34,0,0.0,0
C003063,29,Male,Hyderabad,Web,Organic,Premium,999,1,225,24.75,3,0,1023.95,0,0.0,0
C003064,43,Female,Jaipur,iOS,Referral,Standard,499,1,187,22.08,0,0,491.13,0,0.0,0
C003065,25,Male,Mumbai,Android,Ads,Basic,199,1,191,26.6,0,0,198.06,0,0.0,0
C003066,37,Male,Mumbai,Android,Referral,Basic,199,0,1,0.99,4,0,0.0,0,0.0,1
C003067,32,Female,Ghaziabad,Android,Referral,Basic,199,1,215,25.11,0,0,208.15,1,4.6,0
C003068,35,Female,Vadodara,Android,Referral,Premium,999,1,220,24.08,1,0,1018.57,1,18.19,0
C003069,32,Male,Bangalore,Android,Referral,Standard,499,1,217,28.39,3,0,488.76,0,0.0,0
C003070,39,Female,Lucknow,Android,Organic,Standard,499,1,186,19.89,6,0,508.59,0,0.0,0
C003071,21,Male,Kanpur,Web,Ads,Standard,499,0,212,23.77,3,0,488.74,0,0.0,0
C003072,22,Male,Patna,iOS,Organic,Standard,499,1,182,22.92,2,0,501.05,0,0.0,0
C003073,46,Female,Indore,Android,Partner,Standard,499,1,227,24.52,1,0,482.67,0,0.0,0
C003074,53,Male,Lucknow,iOS,Organic,Standard,499,0,1,0.92,0,0,0.0,0,0.0,1
C003075,31,Male,Lucknow,Android,Ads,Basic,199,0,215,24.26,3,0,198.76,0,0.0,0
C003076,49,Female,Patna,Android,Organic,Basic,199,0,189,20.31,1,0,191.8,0,0.0,0
C003077,24,Female,Mumbai,Android,Organic,Basic,199,1,180,21.56,3,0,192.95,0,0.0,0
C003078,26,Female,Thane,iOS,Ads,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003079,46,Male,Ahmedabad,Android,Ads,Basic,199,0,186,20.62,3,0,192.02,0,0.0,0
C003080,40,Male,Bangalore,Android,Ads,Premium,999,1,185,20.93,0,0,1035.93,0,0.0,0
C003081,48,Male,Patna,Web,Organic,Standard,499,1,154,20.88,2,0,485.55,0,0.0,0
C003082,36,Male,Jaipur,Android,Referral,Basic,199,1,216,28.73,1,0,208.48,0,0.0,0
C003083,21,Male,Bhopal,iOS,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003084,34,Female,Thane,Web,Ads,Basic,199,1,154,21.77,0,0,409.19,0,0.0,0
C003085,44,Male,Chennai,Android,Ads,Basic,199,1,158,25.42,2,0,205.97,0,0.0,0
C003086,30,Male,Nagpur,iOS,Ads,Premium,999,1,215,27.28,3,0,1026.52,0,0.0,0
C003087,29,Female,Ghaziabad,iOS,Organic,Basic,199,0,231,24.37,7,0,195.0,0,0.0,0
C003088,36,Male,Pune,Web,Referral,Premium,999,1,182,25.12,3,0,1001.12,0,0.0,0
C003089,26,Other,Bhopal,Android,Organic,Standard,499,1,166,21.31,4,0,518.77,0,0.0,0
C003090,34,Male,Pune,Web,Organic,Premium,999,0,1,0.53,0,0,0.0,1,58.78410000000031,1
C003091,32,Female,Bhopal,Android,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003092,27,Female,Nagpur,iOS,Organic,Premium,999,1,168,24.53,2,0,986.28,0,0.0,0
C003093,41,Female,Visakhapatnam,Android,Organic,Basic,199,1,238,27.7,2,0,192.8,2,23.45,0
C003094,38,Male,Jaipur,Android,Referral,Premium,999,0,171,18.38,0,0,1043.1,0,0.0,0
C003095,28,Female,Kanpur,Android,Partner,Standard,499,0,231,29.11,5,0,512.2,0,0.0,0
C003096,31,Male,Nagpur,Android,Ads,Standard,499,1,167,21.18,3,0,478.77,0,0.0,0
C003097,29,Male,Jaipur,Android,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003098,25,Male,Chennai,Android,Organic,Basic,199,1,160,19.48,2,0,196.31,0,0.0,0
C003099,18,Male,Pune,Android,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003100,27,Male,Mumbai,Android,Ads,Standard,499,0,177,18.64,8,0,514.97,0,0.0,0
C003101,25,Male,Hyderabad,Android,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003102,33,Male,Hyderabad,Android,Referral,Premium,999,0,223,28.44,3,0,980.35,0,0.0,0
C003103,36,Female,Bhopal,Web,Organic,Premium,999,1,237,26.86,2,0,955.17,0,0.0,0
C003104,23,Male,Chennai,iOS,Organic,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003105,35,Female,Hyderabad,Android,Organic,Standard,499,0,33,5.59,9,0,491.21,1,58.78410000000031,1
C003106,22,Other,Kolkata,Android,Referral,Basic,199,0,211,23.93,8,0,204.9,0,0.0,0
C003107,30,Male,Bangalore,iOS,Organic,Premium,999,1,191,18.92,2,0,1017.16,0,0.0,0
C003108,25,Female,Ahmedabad,Android,Organic,Standard,499,1,157,19.89,3,0,522.18,0,0.0,0
C003109,39,Other,Visakhapatnam,Android,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003110,33,Male,Patna,Android,Partner,Standard,499,0,185,20.89,0,0,509.23,0,0.0,0
C003111,30,Male,Patna,Web,Ads,Premium,999,0,205,21.25,3,0,1035.88,0,0.0,0
C003112,25,Female,Kanpur,Android,Organic,Standard,499,1,224,30.06,0,0,497.1,1,18.29,0
C003113,28,Female,Mumbai,iOS,Referral,Premium,999,0,242,32.37,0,0,1029.24,0,0.0,0
C003114,50,Female,Kanpur,Android,Organic,Basic,199,1,164,21.77,9,0,191.26,0,0.0,0
C003115,26,Male,Surat,iOS,Ads,Basic,199,1,195,22.05,2,0,195.3,0,0.0,0
C003116,36,Female,Nagpur,Android,Ads,Premium,999,1,166,26.62,5,0,1004.61,0,0.0,0
C003117,30,Male,Bangalore,Android,Ads,Basic,199,1,198,18.12,3,0,206.19,0,0.0,0
C003118,36,Male,Ahmedabad,Android,Organic,Standard,499,1,221,28.17,5,0,502.71,0,0.0,0
C003119,40,Male,Bangalore,Web,Referral,Basic,199,1,163,20.59,2,0,201.21,0,0.0,0
C003120,28,Male,Visakhapatnam,Android,Ads,Basic,199,1,200,20.0,4,0,202.07,0,0.0,0
C003121,39,Female,Nagpur,Android,Partner,Standard,499,1,192,24.47,5,0,492.64,1,8.67,0
C003122,55,Female,Lucknow,iOS,Referral,Basic,199,0,172,18.29,6,0,196.0,0,0.0,0
C003123,37,Female,Visakhapatnam,iOS,Partner,Standard,499,1,184,27.54,0,0,499.88,0,0.0,0
C003124,48,Male,Bangalore,Android,Ads,Standard,499,1,156,29.79,4,0,492.6,0,0.0,0
C003125,36,Female,Nagpur,Android,Organic,Standard,499,1,203,26.57,2,1,0.0,1,19.33,0
C003126,22,Female,Kolkata,Android,Referral,Basic,199,0,196,28.41,3,0,191.27,0,0.0,0
C003127,34,Male,Indore,Android,Referral,Standard,499,0,241,28.61,3,0,492.07,1,2.87,0
C003128,28,Female,Lucknow,iOS,Partner,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003129,26,Female,Ghaziabad,Android,Organic,Standard,499,0,199,23.33,1,0,510.38,0,0.0,0
C003130,31,Female,Bhopal,Web,Ads,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003131,30,Male,Patna,Android,Partner,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003132,21,Female,Nagpur,Android,Partner,Premium,999,1,201,27.88,2,0,1028.07,0,0.0,0
C003133,55,Female,Lucknow,Android,Organic,Standard,499,0,213,24.47,2,0,512.85,0,0.0,0
C003134,40,Male,Kolkata,iOS,Referral,Basic,199,0,0,0.0,0,0,0.0,0,0.0,1
C003135,34,Female,Lucknow,Android,Ads,Premium,999,1,227,32.81,2,0,1028.81,0,0.0,0
C003136,32,Male,Chennai,iOS,Organic,Standard,499,1,212,28.84,2,0,506.44,0,0.0,0
C003137,44,Female,Kolkata,iOS,Partner,Standard,499,1,187,25.69,0,0,480.2,1,35.16,0
C003138,52,Female,Pune,Android,Ads,Premium,999,1,212,28.02,3,0,985.5,0,0.0,0
C003139,38,Female,Surat,Android,Referral,Basic,199,0,163,21.79,2,1,0.0,0,0.0,0
C003140,33,Female,Bhopal,Android,Partner,Basic,199,0,154,21.87,2,0,205.87,0,0.0,0
C003141,46,Male,Kanpur,iOS,Organic,Basic,199,1,196,24.08,2,0,206.31,0,0.0,0
C003142,33,Male,Kanpur,Android,Partner,Basic,199,1,199,23.2,1,0,194.18,0,0.0,0
C003143,36,Female,Ghaziabad,iOS,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003144,42,Male,Chennai,Android,Referral,Premium,999,1,201,22.24,4,1,0.0,0,0.0,0
C003145,28,Male,Bhopal,iOS,Ads,Premium,999,1,195,26.02,2,0,1016.25,0,0.0,0
C003146,18,Male,Kolkata,iOS,Organic,Basic,199,1,198,20.1,1,0,203.09,0,0.0,0
C003147,27,Male,Jaipur,Android,Referral,Basic,199,1,204,23.36,5,0,201.31,0,0.0,0
C003148,39,Female,Chennai,Web,Ads,Standard,499,1,206,24.53,1,0,478.32,1,11.16,0
C003149,39,Female,Bhopal,iOS,Ads,Premium,999,0,26,4.95,10,0,1032.2,0,0.0,1
C003150,45,Male,Patna,Android,Ads,Premium,999,1,198,27.11,0,0,953.34,0,0.0,0
C003151,28,Male,Vadodara,iOS,Ads,Premium,999,0,231,25.06,9,0,960.18,0,0.0,0
C003152,47,Male,Kanpur,iOS,Referral,Basic,199,1,156,22.16,3,0,199.95,0,0.0,0
C003153,33,Male,Delhi,Android,Referral,Basic,199,1,188,22.36,1,0,189.42,0,0.0,0
C003154,38,Male,Lucknow,Android,Referral,Premium,999,0,0,0.0,0,0,0.0,0,0.0,1
C003155,41,Male,Kanpur,Android,Referral,Basic,199,0,34,5.1,7,0,202.32,2,44.53,1
C003156,18,Female,Indore,Web,Referral,Standard,499,0,216,23.35,10,0,512.81,0,0.0,0
C003157,21,Female,Patna,iOS,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003158,21,Male,Vadodara,Android,Referral,Basic,199,1,193,28.63,0,0,208.1,0,0.0,0
C003159,42,Female,Kolkata,Android,Ads,Basic,199,1,196,23.75,0,0,193.27,0,0.0,0
C003160,28,Female,Chennai,Android,Ads,Basic,199,0,1,0.99,1,0,0.0,0,0.0,1
C003161,52,Male,Bhopal,Android,Ads,Basic,199,1,170,19.05,0,0,197.36,2,17.61,0
C003162,32,Male,Indore,Android,Ads,Standard,499,1,190,21.73,3,0,482.78,0,0.0,0
C003163,18,Female,Nagpur,Android,Organic,Premium,999,1,209,32.93,3,0,1043.98,0,0.0,0
C003164,25,Male,Delhi,Web,Organic,Basic,199,1,171,21.33,0,0,196.41,0,0.0,0
C003165,33,Female,Delhi,Web,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003166,37,Female,Kanpur,Android,Ads,Basic,199,1,174,21.54,3,0,207.34,1,14.8,0
C003167,22,Male,Mumbai,Android,Organic,Premium,999,0,232,28.33,1,0,1015.89,0,0.0,0
C003168,37,Female,Vadodara,iOS,Organic,Basic,199,1,189,27.28,1,0,391.3,0,0.0,0
C003169,40,Female,Bhopal,Android,Organic,Basic,199,1,141,20.79,2,0,199.16,0,0.0,0
C003170,25,Male,Pune,iOS,Organic,Standard,499,1,177,20.59,3,0,501.99,0,0.0,0
C003171,51,Male,Pune,Web,Partner,Standard,499,1,176,20.59,6,0,492.23,0,0.0,0
C003172,26,Female,Bhopal,iOS,Referral,Basic,199,0,140,20.24,2,0,193.16,1,9.57,0
C003173,22,Female,Kolkata,Android,Partner,Basic,199,0,233,28.51,4,0,202.62,0,0.0,0
C003174,18,Female,Patna,Web,Ads,Premium,999,0,15,3.6,4,0,0.0,1,58.78410000000031,1
C003175,44,Female,Mumbai,Web,Referral,Basic,199,1,218,25.15,0,0,205.54,1,5.54,0
C003176,32,Male,Mumbai,iOS,Ads,Premium,999,1,194,28.41,7,0,1004.53,0,0.0,0
C003177,27,Male,Indore,Android,Ads,Premium,999,1,189,27.38,4,0,984.13,0,0.0,0
C003178,18,Male,Kolkata,iOS,Ads,Premium,999,1,176,22.75,0,0,1036.5,0,0.0,0
C003179,28,Male,Kolkata,Android,Organic,Premium,999,1,214,24.25,1,0,961.13,0,0.0,0
C003180,55,Female,Hyderabad,Android,Referral,Basic,199,1,230,26.54,1,0,200.67,0,0.0,0
C003181,18,Other,Kanpur,Android,Partner,Standard,499,1,191,23.74,4,0,490.61,1,11.11,0
C003182,25,Female,Patna,Web,Referral,Basic,199,1,212,24.57,3,0,191.96,0,0.0,0
C003183,49,Female,Lucknow,iOS,Ads,Basic,199,1,181,20.51,4,0,196.3,0,0.0,0
C003184,44,Male,Bangalore,iOS,Partner,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003185,26,Male,Bangalore,Android,Partner,Premium,999,1,172,20.53,7,0,955.52,0,0.0,0
C003186,34,Male,Ahmedabad,Android,Ads,Basic,199,1,174,21.88,2,0,191.99,0,0.0,0
C003187,36,Female,Mumbai,Web,Partner,Standard,499,1,195,19.25,0,0,495.77,0,0.0,0
C003188,33,Male,Patna,iOS,Organic,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003189,49,Female,Thane,iOS,Organic,Premium,999,0,160,21.26,0,0,991.43,0,0.0,0
C003190,35,Female,Ghaziabad,Android,Organic,Basic,199,1,196,25.76,2,0,199.41,0,0.0,0
C003191,43,Male,Visakhapatnam,iOS,Referral,Standard,499,0,0,0.0,0,0,0.0,0,0.0,1
C003192,33,Male,Surat,Web,Organic,Basic,199,0,23,3.85,3,0,195.11,1,58.78410000000031,1
C003193,18,Female,Nagpur,Android,Organic,Basic,199,1,169,22.16,3,0,194.58,1,14.83,0
C003194,20,Male,Ghaziabad,Android,Organic,Standard,499,1,213,20.1,4,0,511.8,0,0.0,0
C003195,22,Female,Lucknow,Android,Organic,Premium,999,1,201,23.61,2,0,957.75,0,0.0,0
C003196,29,Female,Nagpur,Web,Ads,Standard,499,0,182,27.37,2,0,476.77,0,0.0,0
C003197,52,Male,Visakhapatnam,iOS,Organic,Premium,999,1,238,25.1,6,0,1039.28,0,0.0,0
C003198,35,Male,Mumbai,iOS,Ads,Standard,499,1,153,19.78,2,0,493.11,0,0.0,0
